"sgID","gene_TSS","cell_line","species","time_point","Residuals"
"EAF1_-_15469153.23-P1P2","EAF1__P1P2",0.0572709821247261,0.177281355851463,0.174352244006391,0.59109541801742
"EAF1_+_15469455.23-P1P2","EAF1__P1P2",0.0889096997410095,0.191123573144161,0.248127351131173,0.471839375983657
"EAF1_+_15469156.23-P1P2","EAF1__P1P2",0.273330367409953,0.153203448602134,0.25379777583012,0.319668408157794
"EAF1_+_15469591.23-P1P2","EAF1__P1P2",0,0.208023752923385,0.0930901096804964,0.698886137396118
"EAF1__P1P2__secondary__FWD__65","EAF1__P1P2",6.71853077165964e-09,0.423329151805683,0.0828576589889591,0.493813182486827
"EAF1_+_15469112.23-P1P2","EAF1__P1P2",0.252792922189464,7.74447889490176e-10,0.11077023477028,0.636436842265808
"EAF1__P1P2__secondary__RVS__58","EAF1__P1P2",0.0601468662246513,0,0.574656397759689,0.36519673601566
"EAF1__P1P2__secondary__FWD__72","EAF1__P1P2",0.0615551109688075,0.169356654389558,0.170889884822912,0.598198349818723
"EHBP1_+_62933287.23-P1P2","EHBP1__P1P2",0.260849939199664,0.144565270832763,0.187646812767274,0.406937977200299
"EHBP1__P1P2__secondary__FWD__68","EHBP1__P1P2",0.0242967738403787,0.0143373437868561,0.0888221855654909,0.872543696807274
"EHBP1__P1P2__secondary__FWD__56","EHBP1__P1P2",0.197655274689188,0.405702939605894,0.0141369369549277,0.382504848749991
"EHBP1__P1P2__secondary__FWD__51","EHBP1__P1P2",0.182575901278526,0.347681842525838,0,0.469742256195636
"EHBP1_-_62933178.23-P1P2","EHBP1__P1P2",0.128775840335587,0.215343737278207,0.027205933145099,0.628674489241107
"EHBP1_-_62932952.23-P1P2","EHBP1__P1P2",0.195891753637565,0.358988960105208,0,0.445119286257227
"EHBP1_-_62932905.23-P1P2","EHBP1__P1P2",0.265702776755331,0.257647837191134,0.0741784507566059,0.402470935296929
"EHBP1_+_62932833.23-P1P2","EHBP1__P1P2",0.0398445947338605,0.425403047554769,0.00884568672331333,0.525906670988058
"EIF3F__P1P2__primarysecondary__RVS__401","EIF3F__P1P2",0.237220176033154,0.1058742505832,0.112380009682583,0.544525563701063
"EIF3F_+_8009355.23-P1P2","EIF3F__P1P2",0.0343404801484229,1.7896415300435e-09,0.550201661023461,0.415457857038474
"EIF3F_+_8009347.23-P1P2","EIF3F__P1P2",0.352879159469802,0,0.032425165765683,0.614695674764515
"EIF3F_-_8009270.23-P1P2","EIF3F__P1P2",0.11152977627193,5.7819299285526e-10,0.438650164718438,0.449820058431439
"EIF3F__P1P2__primarysecondary__RVS__26","EIF3F__P1P2",1.50650162416016e-10,0.0848143090321675,0.0587516912823191,0.856433999534863
"EIF3F__P1P2__primarysecondary__FWD__28","EIF3F__P1P2",0.0573429530527831,0.111933998963518,0.209001112295824,0.621721935687875
"EIF3F__P1P2__primarysecondary__RVS__29","EIF3F__P1P2",0.261355339508538,9.87293913320456e-10,0.0208653653347913,0.717779294169376
"EIF3F__P1P2__primarysecondary__FWD__61","EIF3F__P1P2",0,0,0.975291595252273,0.0247084047477267
"EIF3F__P1P2__primarysecondary__RVS__64","EIF3F__P1P2",0.00339396958069416,0,0.96550085244609,0.0311051779732163
"EIF3F__P1P2__primarysecondary__RVS__518","EIF3F__P1P2",0.284096286915386,1.04639950955246e-10,0.289684513458776,0.426219199521198
"EIF3F__P1P2__primarysecondary__RVS__519","EIF3F__P1P2",0.203691606837976,0.0940072529843619,0,0.702301140177662
"EIF4A1__P1P2__primarysecondary__RVS__28","EIF4A1__P1P2",0.386750247619928,0,0.198549038888784,0.414700713491287
"EIF4A1__P1P2__primarysecondary__RVS__27","EIF4A1__P1P2",0.301733607417222,0.0536197626701264,0.202727890402417,0.441918739510235
"EIF4A1_-_7476191.23-P1P2","EIF4A1__P1P2",0.289403132897388,0.166778283834371,0,0.543818583268241
"EIF4A1_+_7476223.23-P1P2","EIF4A1__P1P2",0.0649448649550566,1.02941729000873e-09,0.602350002825365,0.332705131190161
"EIF4A1_+_7476510.23-P1P2","EIF4A1__P1P2",0.0863407393784101,1.02085609144614e-10,0.514355552720721,0.399303707798783
"EIF4A1_-_7476155.23-P1P2","EIF4A1__P1P2",0.363325802639366,0,0.407743047133525,0.228931150227108
"EIF4A1_-_7476620.23-P1P2","EIF4A1__P1P2",0.110132113446646,0.210559976108844,0.16530360138268,0.51400430906183
"EIF4A1__P1P2__primarysecondary__FWD__75","EIF4A1__P1P2",0.0475474129861487,0,0.146541432423685,0.805911154590166
"EIF4B_+_53400192.23-P1P2","EIF4B__P1P2",0.164863884050267,0.100881099284942,0.309018086984615,0.425236929680176
"EIF4B_+_53400227.23-P1P2","EIF4B__P1P2",0.171444539587532,0.142964175381593,0.275885704693717,0.409705580337158
"EIF4B_-_53400717.23-P1P2","EIF4B__P1P2",0.0972885617416402,0.13116811929005,0.136064053874767,0.635479265093542
"EIF4B_-_53400539.23-P1P2","EIF4B__P1P2",0.239757901712574,0.0689303638828976,0.257996060586688,0.43331567381784
"EIF4B_-_53400313.23-P1P2","EIF4B__P1P2",0.245783562106068,0,0.440879461756037,0.313336976137895
"EIF4B__P1P2__primary__RVS__52","EIF4B__P1P2",0.139030612373872,2.20025950684663e-07,0.216498629763138,0.64447053783704
"EIF4B__P1P2__primary__RVS__53","EIF4B__P1P2",0.100201142815826,0.043473355360042,0.288717259264206,0.567608242559927
"EIF4B__P1P2__primary__FWD__62","EIF4B__P1P2",0.421907035059939,2.52610804085233e-08,0.342298056255305,0.235794883423675
"EIF4H_-_73588899.23-P1P2","EIF4H__P1P2",0.177473556890689,0.046918856411973,0.315297928543021,0.460309658154316
"EIF4H_-_73588703.23-P1P2","EIF4H__P1P2",0.432978900307564,5.99075488869201e-11,0.108908486076298,0.458112613556231
"EIF4H_-_73588617.23-P1P2","EIF4H__P1P2",0.157837047044266,0,5.88783617401537e-09,0.842162947067898
"EIF4H_+_73588684.23-P1P2","EIF4H__P1P2",0.389400654987408,0,0.065591565904734,0.545007779107858
"EIF4H__P1P2__primary__RVS__31","EIF4H__P1P2",0.456420154112302,0,0.0476795625686079,0.495900283319091
"EIF4H__P1P2__primary__FWD__4","EIF4H__P1P2",0.396415241989005,1.64731803799153e-07,0.135388027393213,0.468196565885978
"EIF4H__P1P2__primary__RVS__27","EIF4H__P1P2",0.527684241623299,0,0.0640258845881125,0.408289873788589
"EIF4H__P1P2__primary__RVS__40","EIF4H__P1P2",0.316981143219771,0,0.0274026689443698,0.65561618783586
"ELK3_-_96588427.23-P1P2","ELK3__P1P2",0.134189441387489,4.21420510539947e-08,0.0776111871279128,0.788199329342547
"ELK3_-_96588495.23-P1P2","ELK3__P1P2",0.0268816927687665,0.05266859920364,0.11544539403409,0.805004313993503
"ELK3_+_96588699.23-P1P2","ELK3__P1P2",0.177765200340695,0,0.135282378404492,0.686952421254813
"ELK3_+_96588238.23-P1P2","ELK3__P1P2",0.193413202814196,8.22857749661774e-11,0.0137273537924996,0.792859443311019
"ELK3_+_96588667.23-P1P2","ELK3__P1P2",0.278934813741275,0.0586041220084497,0.0382411927551146,0.624219871495161
"ELK3__P1P2__secondary__FWD__29","ELK3__P1P2",0,0,0,1
"ELK3__P1P2__secondary__FWD__61","ELK3__P1P2",0.0606578350974833,0.206695183695921,0.117191069272509,0.615455911934087
"ELK3__P1P2__secondary__RVS__74","ELK3__P1P2",0.12752973527443,0,0.0983276417097554,0.774142623015815
"ELMO3__P1P2__primarysecondary__RVS__65","ELMO3__P1P2",0.370976194082153,0.147487877006996,0.132567802696618,0.348968126214232
"ELMO3__P1P2__primarysecondary__RVS__31","ELMO3__P1P2",0.23661643908367,0.0124472836957191,0.119967783542636,0.630968493677975
"ELMO3__P1P2__primarysecondary__FWD__28","ELMO3__P1P2",0.266298269306355,0.00584161973752006,0.176577688720202,0.551282422235922
"ELMO3__P1P2__primarysecondary__RVS__41","ELMO3__P1P2",0.235819253352838,0,0.107985173688839,0.656195572958324
"ELMO3_-_67233046.23-P1P2","ELMO3__P1P2",0.49340438269365,2.04394564848863e-10,0.0716588877942263,0.434936729307729
"ELMO3_-_67233060.23-P1P2","ELMO3__P1P2",0.299718323286966,0.0258131846310881,0.14506502625665,0.529403465825295
"ELMO3_-_67233092.23-P1P2","ELMO3__P1P2",0.169201804590393,0,0.0442041779106097,0.786594017498998
"ELMO3_+_67233049.23-P1P2","ELMO3__P1P2",0.238124383676741,0.200179369012151,0.0286293731953075,0.533066874115801
"ELOF1__P1P2__primary__FWD__54","ELOF1__P1P2",0.268089415317261,0,0.0799487163400265,0.651961868342713
"ELOF1__P1P2__primary__FWD__14","ELOF1__P1P2",0.0616414810205307,0.177452607181576,0.132800579454449,0.628105332343445
"ELOF1_+_11670080.23-P1P2","ELOF1__P1P2",0.0515840411627624,0.213572398162297,0.0219327639844319,0.712910796690508
"ELOF1_+_11670004.23-P1P2","ELOF1__P1P2",0.176182721615704,0.0726620943400234,0.111822776475066,0.639332407569206
"ELOF1__P1P2__primary__FWD__8","ELOF1__P1P2",0.225692501341342,4.811876320313e-10,0.0606468930342138,0.713660605143256
"ELOF1__P1P2__primary__FWD__97","ELOF1__P1P2",0.0712703813625287,0.111526792590792,0.0326020471542868,0.784600778892392
"ELOF1__P1P2__primary__RVS__16","ELOF1__P1P2",0.224717462547853,0,0.122648717363392,0.652633820088754
"ELOF1__P1P2__primary__RVS__49","ELOF1__P1P2",0.0944796052569635,0,0,0.905520394743036
"ELOVL6__P1P2__primary__FWD__85","ELOVL6__P1P2",0.332203429020863,0,0,0.667796570979137
"ELOVL6__P1P2__primary__RVS__88","ELOVL6__P1P2",0.318447850312889,0,0,0.681552149687111
"ELOVL6_+_111119734.23-P1P2","ELOVL6__P1P2",0.382411175864812,0,0.0279521668897646,0.589636657245423
"ELOVL6_+_111119588.23-P1P2","ELOVL6__P1P2",0.180446546093357,0.0753796832703153,0.096037450320405,0.648136320315922
"ELOVL6_-_111119665.23-P1P2","ELOVL6__P1P2",0.240777078951234,0,0,0.759222921048766
"ELOVL6_-_111119629.23-P1P2","ELOVL6__P1P2",0.258160410799,0,0,0.741839589201
"ELOVL6_+_111119612.23-P1P2","ELOVL6__P1P2",0.255496936726786,1.78403305583137e-09,0.0424712125874909,0.70203184890169
"ELOVL6__P1P2__primary__FWD__14","ELOVL6__P1P2",0.207966297365549,0.019203045196045,0.011648057261084,0.761182600177322
"EMC1__P1P2__primary__RVS__25","EMC1__P1P2",0.169038930022818,0.182256759097707,0.0884098121215821,0.560294498757893
"EMC1__P1P2__primary__FWD__53","EMC1__P1P2",0.0749882903768236,0,0,0.925011709623176
"EMC1__P1P2__primary__FWD__96","EMC1__P1P2",0.105343180422858,5.29976185882093e-05,0.831475436281168,0.0631283856773858
"EMC1__P1P2__primary__FWD__18","EMC1__P1P2",0.0369935039498319,0,0.485358600150213,0.477647895899955
"EMC1_-_19577627.23-P1P2","EMC1__P1P2",0.00428757245610136,0.0158480681750761,0.88362787729515,0.0962364820736729
"EMC1_+_19577987.23-P1P2","EMC1__P1P2",0.0933045334523604,0.0419054715730362,0.708492417449583,0.15629757752502
"EMC1_+_19577920.23-P1P2","EMC1__P1P2",0.0042454863887966,4.67768208764616e-10,0.743231033383339,0.252523479760096
"EMC1__P1P2__secondary__RVS__16","EMC1__P1P2",0,0,0.586797455197012,0.413202544802988
"EMD_+_153608133.23-P1P2","EMD__P1P2",0.418600631916845,4.21021704737513e-09,0.0542696739875289,0.527129689885409
"EMD_-_153608062.23-P1P2","EMD__P1P2",0.333157784269292,3.02985780065739e-10,0,0.666842215427722
"EMD_+_153607759.23-P1P2","EMD__P1P2",0.0572893096006981,1.16461463002799e-10,0,0.94271069028284
"EMD_+_153607756.23-P1P2","EMD__P1P2",0.526408479541023,0,0.0770084724387872,0.39658304802019
"EMD_+_153607778.23-P1P2","EMD__P1P2",0.0472876734430737,0,0.133611015095425,0.819101311461501
"EMD__P1P2__primary__FWD__37","EMD__P1P2",0.105999651179531,0.120838952031851,0.0712825216635128,0.701878875125106
"EMD__P1P2__primary__RVS__59","EMD__P1P2",0.436450028219519,0.00152542032797752,0,0.562024551452504
"EMD__P1P2__primary__RVS__65","EMD__P1P2",0.0581303533940707,0,0.101901718015499,0.839967928590431
"ENY2__P1P2__primarysecondary__RVS__25","ENY2__P1P2",0.0373961170382734,0,0.1139096531649,0.848694229796826
"ENY2__P1P2__primarysecondary__RVS__24","ENY2__P1P2",0.119029377984687,4.78568935191018e-10,0.0108138771640187,0.870156744372725
"ENY2_-_110346811.23-P1P2","ENY2__P1P2",0,0,0.058034236442031,0.941965763557969
"ENY2__P1P2__primarysecondary__FWD__57","ENY2__P1P2",0.00306567201875749,0.00185627363561991,0.741765512732991,0.253312541612632
"ENY2_+_110346588.23-P1P2","ENY2__P1P2",0.35568346888834,6.18296532965271e-09,3.15157651376439e-10,0.644316524613537
"ENY2_-_110346824.23-P1P2","ENY2__P1P2",0,0.0272511573322846,0.169007171548728,0.803741671118987
"ENY2_+_110346619.23-P1P2","ENY2__P1P2",0.168571947592775,0,0.351558134443383,0.479869917963842
"ENY2_-_110346603.23-P1P2","ENY2__P1P2",0.0379650427850448,0,0.701148340255553,0.260886616959403
"EPC1__P1P2__primarysecondary__FWD__-3","EPC1__P1P2",0.222190494175704,0.177355652733966,0.0125894006279941,0.587864452462337
"EPC1_+_32636107.23-P1P2","EPC1__P1P2",0.11339540112629,0.259537088166823,0.0943978345702272,0.532669676136661
"EPC1__P1P2__primarysecondary__RVS__65","EPC1__P1P2",0.489465997653347,8.52057421232828e-11,0.13257740165474,0.377956600606707
"EPC1__P1P2__primarysecondary__FWD__20","EPC1__P1P2",0.307423160516577,0.105165599715325,0.0324216401193123,0.554989599648786
"EPC1_-_32636004.23-P1P2","EPC1__P1P2",0.260490156143591,0.268533220051709,0,0.470976623804701
"EPC1_-_32635665.23-P1P2","EPC1__P1P2",0.0766305440696031,0.326347807803961,0.0353643355306638,0.561657312595772
"EPC1_-_32636000.23-P1P2","EPC1__P1P2",0.321309226377457,0.118680871702565,0.0253032454666942,0.534706656453284
"EPC1_+_32636112.23-P1P2","EPC1__P1P2",0.37104882868291,0.102369437033268,0.0623811917429253,0.464200542540897
"ERC1_+_1100477.23-P1P2","ERC1__P1P2",0.0511678822730723,0.0472855449539947,0.178548545830794,0.722998026942139
"ERC1_-_1100795.23-P1P2","ERC1__P1P2",0.0445438898136673,0.258898898568138,0.419747154882086,0.276810056736109
"ERC1__P1P2__primary__RVS__-153","ERC1__P1P2",0.126776531325847,0.0076139455949216,0.124477212680694,0.741132310398537
"ERC1__P1P2__secondary__FWD__62","ERC1__P1P2",0,0.195969437741502,0.576805378483791,0.227225183774707
"ERC1__P1P2__secondary__FWD__74","ERC1__P1P2",0.0732726131852059,0.124057425807287,0.582944400997193,0.219725560010314
"ERC1__P1P2__secondary__FWD__80","ERC1__P1P2",0.120280537581887,1.62746147033915e-10,0.209935637495579,0.669783824759788
"ERC1__P1P2__secondary__FWD__83","ERC1__P1P2",0.229916189088655,0.0867396809765164,0.384993737028918,0.298350392905911
"ERC1_-_1100417.23-P1P2","ERC1__P1P2",0,0.168986143172429,0.454872147835629,0.376141708991943
"ERCC1__P1P2__secondary__FWD__25","ERCC1__P1P2",0.0759343970359661,0,0.0549354774996727,0.869130125464361
"ERCC1_+_45926735.23-P1P2","ERCC1__P1P2",0,0,0.037301418505328,0.962698581494672
"ERCC1_-_45927125.23-P1P2","ERCC1__P1P2",0.00270119798496493,0.186376154996375,0.40156087115537,0.40936177586329
"ERCC1_+_45926526.23-P1P2","ERCC1__P1P2",0.176883803970614,0,0.125988610483205,0.697127585546181
"ERCC1_+_45927066.23-P1P2","ERCC1__P1P2",0.0946256706321851,0.113845836805253,0.505266529317661,0.286261963244901
"ERCC1_-_45927128.23-P1P2","ERCC1__P1P2",0.0826250955234938,0.154760916171014,0.327897150978882,0.43471683732661
"ERCC1__P1P2__secondary__FWD__37","ERCC1__P1P2",0.0373074224491088,0.155166454359954,0,0.807526123190937
"ERCC1__P1P2__secondary__FWD__66","ERCC1__P1P2",0.271066078927586,4.74031212512189e-09,0,0.728933916332102
"ESRP1_+_95653785.23-P1P2","ESRP1__P1P2",0.226617234389117,0.13049702311132,0.285615279801375,0.357270462698188
"ESRP1_-_95653428.23-P1P2","ESRP1__P1P2",0.0707682680737964,0.231711784606501,0.341006364927599,0.356513582392104
"ESRP1_+_95653851.23-P1P2","ESRP1__P1P2",0.313755578503976,0.188039560830654,0.141284952761752,0.356919907903618
"ESRP1_+_95653859.23-P1P2","ESRP1__P1P2",0.276045593150755,0.0283278829427191,0.332951202925674,0.362675320980852
"ESRP1_+_95653397.23-P1P2","ESRP1__P1P2",0.0496980500229226,0.11330683050134,0.242121895745133,0.594873223730604
"ESRP1__P1P2__secondary__FWD__-4","ESRP1__P1P2",0.176628770508093,0.0542236589153499,0.218665755810588,0.550481814765969
"ESRP1__P1P2__secondary__FWD__199","ESRP1__P1P2",0.227457631885241,0.175018295661218,0.216215654857151,0.38130841759639
"ESRP1__P1P2__secondary__FWD__247","ESRP1__P1P2",0.389945614850295,0,7.70888938139762e-11,0.610054385072616
"ESYT1_-_56512092.23-P2","ESYT1__P2",0.356395402092351,1.17610438018667e-09,4.02849116941173e-07,0.643604193882428
"ESYT1__P2__primarysecondary__FWD__64","ESYT1__P2",0.247856894004911,0.05630139231274,0,0.695841713682349
"ESYT1__P2__primarysecondary__FWD__37","ESYT1__P2",0.322243764453407,1.77604304566669e-09,0.0493528109860248,0.628403422784525
"ESYT1_-_56512067.23-P2","ESYT1__P2",0.231444254177234,2.27589401610939e-09,9.23687619847987e-08,0.76855565117811
"ESYT1__P2__primarysecondary__FWD__46","ESYT1__P2",0.372737191844719,4.31457101860238e-09,0.0131239277420535,0.614138876098656
"ESYT1_-_56512039.23-P2","ESYT1__P2",0.495816719234266,0,5.29971527823179e-10,0.504183280235763
"ESYT1_-_56512124.23-P2","ESYT1__P2",0.427812261720074,0,0,0.572187738279926
"ESYT1_-_56512074.23-P2","ESYT1__P2",0.31484523095916,0,0,0.68515476904084
"ESYT2_-_158621736.23-P1P2","ESYT2__P1P2",0.15711979196479,0.170438085792015,0.0744323928812505,0.598009729361944
"ESYT2__P1P2__primary__FWD__74","ESYT2__P1P2",0.196713268533203,0,0.085749639664457,0.71753709180234
"ESYT2__P1P2__primary__FWD__14","ESYT2__P1P2",0.216638938970542,0.128770236752717,0.277412189049058,0.377178635227683
"ESYT2_-_158621964.23-P1P2","ESYT2__P1P2",0.354889141848949,3.01171173656097e-10,0,0.64511085784988
"ESYT2__P1P2__primary__RVS__82","ESYT2__P1P2",0.295434839528726,0,0.146023689446949,0.558541471024324
"ESYT2_-_158622205.23-P1P2","ESYT2__P1P2",0,0.00604895602266535,0.910698605343209,0.0832524386341261
"ESYT2__P1P2__primary__FWD__73","ESYT2__P1P2",0.450090983514705,0,0.00683370870559376,0.543075307779701
"ESYT2_+_158622129.23-P1P2","ESYT2__P1P2",0.375206740077791,0.005895969941236,0.0430005477660252,0.575896742214947
"EVI5__P1P2__secondary__FWD__41","EVI5__P1P2",0.417076078424675,0,0.274663008421937,0.308260913153388
"EVI5__P1P2__secondary__RVS__90","EVI5__P1P2",4.49857141494797e-06,0.102948005087143,0.0369929488444251,0.860054547497017
"EVI5_+_93250619.23-P1P2","EVI5__P1P2",0.301971887374391,0,0.163914134064799,0.53411397856081
"EVI5__P1P2__secondary__FWD__-25","EVI5__P1P2",0.190986884230694,0,0.115476065406191,0.693537050363115
"EVI5__P1P2__secondary__RVS__44","EVI5__P1P2",0.0245903490294458,0.199247667929609,0.401269487752664,0.374892495288281
"EVI5__P1P2__secondary__FWD__68","EVI5__P1P2",0.203879323664998,1.45131531805452e-10,0.362778853068466,0.433341823121404
"EVI5__P1P2__secondary__FWD__-15","EVI5__P1P2",0.072150856748833,0.102057034071742,0,0.825792109179425
"EVI5__P1P2__secondary__FWD__-18","EVI5__P1P2",0.263754754670021,0,0.373472475776399,0.36277276955358
"EVX2__P1P2__primarysecondary__FWD__428","EVX2__P1P2",0,5.30540360974533e-10,0.00979040275904097,0.990209596710419
"EVX2__P1P2__primarysecondary__FWD__44","EVX2__P1P2",0.561316515937431,2.48688916021555e-09,1.27343245364279e-09,0.438683480302248
"EVX2__P1P2__primarysecondary__RVS__41","EVX2__P1P2",0.164033560887005,0,0,0.835966439112995
"EVX2__P1P2__primarysecondary__FWD__45","EVX2__P1P2",0.434669746743491,1.25266129202798e-08,0,0.565330240729896
"EVX2_-_176948124.23-P1P2","EVX2__P1P2",0.577736949709279,0,0.0100669517592466,0.412196098531474
"EVX2_+_176948182.23-P1P2","EVX2__P1P2",0.247406037673155,1.10049224802281e-08,0.198144275104532,0.55444967621739
"EVX2__P1P2__primarysecondary__FWD__-8","EVX2__P1P2",0.00979308855326838,0,0,0.990206911446732
"EVX2__P1P2__primarysecondary__FWD__435","EVX2__P1P2",0.392301601390986,0,0.0236467838574762,0.584051614751538
"EVX2__P1P2__primarysecondary__FWD__407","EVX2__P1P2",0,0.0460792806458696,0.027403804613557,0.926516914740573
"EVX2_+_176948146.23-P1P2","EVX2__P1P2",0.244910800980864,0.0367229272330251,0.0412814348192103,0.677084836966901
"EVX2__P1P2__primarysecondary__FWD__14","EVX2__P1P2",0.1944600024242,0,0,0.8055399975758
"EXOC5__P1P2__primary__FWD__62","EXOC5__P1P2",0,0.044079071567101,0.294911577174276,0.661009351258623
"EXOC5_+_57735449.23-P1P2","EXOC5__P1P2",0.047607882836902,0.093556586013152,0.525580576629634,0.333254954520312
"EXOC5_+_57735162.23-P1P2","EXOC5__P1P2",0.167228778750416,0,0.257909562600796,0.574861658648788
"EXOC5_+_57735310.23-P1P2","EXOC5__P1P2",0.00242787118527934,0,0.638617278790913,0.358954850023808
"EXOC5_+_57735587.23-P1P2","EXOC5__P1P2",0.0131516810370798,0.0528571411473015,0.480877418188504,0.453113759627115
"EXOC5__P1P2__primary__RVS__25","EXOC5__P1P2",0.225504818716651,0,0.0180306429102888,0.756464538373061
"EXOC5__P1P2__secondary__RVS__57","EXOC5__P1P2",0.288003285483973,0.233793805588261,0.0788269205023926,0.399375988425373
"EXOC5__P1P2__primary__FWD__63","EXOC5__P1P2",0,0.038106931443615,0.721694561897996,0.240198506658389
"EXOSC1__P1P2__secondary__RVS__47","EXOSC1__P1P2",0,0,0.107150542912574,0.892849457087426
"EXOSC1_-_99205696.23-P1P2","EXOSC1__P1P2",0.157582444143346,2.06198236972922e-08,0.47373621038512,0.36868132485171
"EXOSC1_-_99205715.23-P1P2","EXOSC1__P1P2",0,0.021636166837531,0.658204051859429,0.32015978130304
"EXOSC1_+_99205738.23-P1P2","EXOSC1__P1P2",0,0.295616617154278,0.178991762471986,0.525391620373736
"EXOSC1__P1P2__secondary__RVS__51","EXOSC1__P1P2",0.260649231495375,0,0.0033538140170065,0.735996954487618
"EXOSC1__P1P2__secondary__RVS__48","EXOSC1__P1P2",0.21433491431079,0,0.184591191713649,0.601073893975561
"EXOSC1__P1P2__secondary__FWD__35","EXOSC1__P1P2",0.205422123156151,0.00197752813060634,0.0970224321864317,0.695577916526811
"EXOSC1__P1P2__secondary__RVS__41","EXOSC1__P1P2",0.0764754195243422,0,0.556339878086176,0.367184702389481
"EXT1_+_119124040.23-P1P2","EXT1__P1P2",0.158278027477934,0.11737805456049,0.262039841531166,0.462304076430409
"EXT1__P1P2__primary__RVS__48","EXT1__P1P2",0.100639405859774,0.0809769179929147,0.296655829392243,0.521727846755068
"EXT1_-_119123646.23-P1P2","EXT1__P1P2",0.335489185336256,1.6135189770591e-09,0.415178816902359,0.249331996147865
"EXT1__P1P2__primary__FWD__31","EXT1__P1P2",0.11748161255467,0.00347850813401455,0.520411462184389,0.358628417126927
"EXT1_+_119123668.23-P1P2","EXT1__P1P2",0.239561609324179,4.2143240458106e-10,0.483727991753352,0.276710398501037
"EXT1__P1P2__primary__FWD__75","EXT1__P1P2",2.50172317694324e-10,0.122565928414615,0.229784675979951,0.647649395355261
"EXT1_+_119124043.23-P1P2","EXT1__P1P2",0.282874735431368,0.0644031479080647,0.218985319760823,0.433736796899745
"EXT1_+_119124036.23-P1P2","EXT1__P1P2",0.225243624669571,0.0237904879729092,0.391611800297065,0.359354087060454
"EYA3_-_28415116.23-P1P2","EYA3__P1P2",0.31409369970802,0,0.2641052905943,0.421801009697679
"EYA3__P1P2__primary__RVS__33","EYA3__P1P2",0.209206371753253,0.0293876236974669,0.24389288008845,0.51751312446083
"EYA3__P1P2__primary__RVS__39","EYA3__P1P2",0.0324341367251076,0,0.338611756661866,0.628954106613026
"EYA3__P1P2__primary__FWD__54","EYA3__P1P2",0.0444908769888418,0,0,0.955509123011158
"EYA3_-_28414688.23-P1P2","EYA3__P1P2",0.274041716526699,4.83225031596491e-11,0.468920977310529,0.257037306114449
"EYA3_-_28415107.23-P1P2","EYA3__P1P2",0.0200973678609549,0.171437439237257,0.157676634528259,0.650788558373529
"EYA3_-_28414957.23-P1P2","EYA3__P1P2",0.120407815471321,0,0.523188187332496,0.356403997196183
"EYA3_-_28415104.23-P1P2","EYA3__P1P2",0.231023553725886,0.00336641768554651,0.395850479347924,0.369759549240643
"FAF1_-_51425795.23-P1P2","FAF1__P1P2",0.175960191448081,0.200875019153926,0,0.623164789397993
"FAF1__P1P2__primary__RVS__72","FAF1__P1P2",0,0,0,1
"FAF1__P1P2__primary__RVS__75","FAF1__P1P2",0.177781867300158,0,0.142738893000349,0.679479239699494
"FAF1__P1P2__primary__RVS__73","FAF1__P1P2",0.163854278190571,0,0,0.836145721809429
"FAF1__P1P2__primary__RVS__48","FAF1__P1P2",0,0,0,1
"FAF1__P1P2__primary__RVS__47","FAF1__P1P2",0.278673042630459,0.0250819761516554,0.069075985752451,0.627168995465435
"FAF1_+_51425449.23-P1P2","FAF1__P1P2",0.576097141028724,0.0129771014901169,0,0.410925757481159
"FAF1_-_51425790.23-P1P2","FAF1__P1P2",0.248683557343274,0.251288967814878,0.0512466523636774,0.44878082247817
"FAM102A__P1P2__primary__FWD__31","FAM102A__P1P2",0,0,0,1
"FAM102A__P1P2__secondary__RVS__51","FAM102A__P1P2",0.161365934090152,0.156034606643765,0.120461182992638,0.562138276273444
"FAM102A_-_130742819.23-P1P2","FAM102A__P1P2",0.144252427493925,0,0.0202990632848276,0.835448509221248
"FAM102A_-_130743061.23-P1P2","FAM102A__P1P2",0.30245347985007,0.0198466392568288,0.108165973749854,0.569533907143247
"FAM102A__P1P2__secondary__FWD__51","FAM102A__P1P2",0.202878325410439,0,0.192745741068429,0.604375933521133
"FAM102A_+_130742514.23-P1P2","FAM102A__P1P2",0,0.104588270215486,0.239418587338152,0.655993142446361
"FAM102A__P1P2__secondary__RVS__26","FAM102A__P1P2",0.207326298772088,0,0,0.792673701227912
"FAM102A__P1P2__secondary__RVS__27","FAM102A__P1P2",0.217338902074164,0.118122804774692,0.0999624517085521,0.564575841442591
"FAM107A__58562326__RVS__25","FAM107A__P1P2",0,0,0,1
"FAM107A__58562326__RVS__48","FAM107A__P1P2",0.0487425686958194,0,0.132847455865491,0.81840997543869
"FAM107A__58562326__FWD__41","FAM107A__P1P2",0,0,0,1
"FAM107A__58562326__FWD__34","FAM107A__P1P2",0.416761504417645,1.35499966076157e-09,0.232865813227596,0.350372680999759
"FAM107A__58562326__RVS__26","FAM107A__P1P2",0.315879640270092,0.0201614214156157,0.0941680630575403,0.569790875256752
"FAM107A_-_58563055.23-P1P2","FAM107A__P1P2",0.0745960687671252,0,0.014683178620457,0.910720752612418
"FAM107A_-_58563060.23-P1P2","FAM107A__P1P2",0.447310650335682,6.110993092949e-10,0.0251082193052743,0.527581129747945
