"sgID","gene_TSS","cell_line","species","time_point","Residuals"
"ADAM18__P1P2__primary__RVS__-11","ADAM18__P1P2",0.0911595903606582,0,0.111258102138205,0.797582307501136
"ADAM18__P1P2__primary__FWD__17","ADAM18__P1P2",0,0.0189634511913817,0,0.981036548808618
"ADAM18__P1P2__primary__FWD__79","ADAM18__P1P2",0.239608021612777,0.0988932041015721,0.0854883399756492,0.576010434310002
"ADAM18__P1P2__primary__FWD__111","ADAM18__P1P2",0.114728054417495,0,3.20585651764449e-09,0.885271942376648
"ADAM18__P1P2__primary__FWD__112","ADAM18__P1P2",0.0166342166294751,4.11800606055672e-10,0,0.983365782958724
"ADAMTS16__P2__primarysecondary__RVS__69","ADAMTS16__P2",0.0991397264740759,0,0,0.900860273525924
"ADAMTS16_+_5140497.23-P2","ADAMTS16__P2",0.339973372625005,0.116950953201357,0.00849652804329819,0.534579146130339
"ADAMTS16__P2__primarysecondary__FWD__42","ADAMTS16__P2",0.124723969200912,0.0416521586399124,0.0546126204002033,0.779011251758973
"ADAMTS16__P2__primarysecondary__FWD__44","ADAMTS16__P2",0.101951189121997,0.0687371106168621,0.0107878381824163,0.818523862078724
"ADAMTS16__P2__primarysecondary__RVS__73","ADAMTS16__P2",0.037329293743084,0,0,0.962670706256916
"ADAMTS16__P2__primarysecondary__FWD__71","ADAMTS16__P2",0,0,0.0476990872085568,0.952300912791443
"ADAMTS16__P2__primarysecondary__RVS__72","ADAMTS16__P2",0.0027912962461963,0.144658684073395,0.141852204241226,0.710697815439183
"ADAMTS16__P2__primarysecondary__FWD__67","ADAMTS16__P2",0.52709009102153,0,0.197687222827011,0.275222686151459
"ADD1__P1P2__secondary__RVS__68","ADD1__P1P2",0.136596300620834,0.0867948798167531,0.326694668205571,0.449914151356841
"ADD1__P1P2__secondary__FWD__40","ADD1__P1P2",0.382317813379672,3.12991923500896e-09,0.0967084534750468,0.520973730015362
"ADD1__P1P2__secondary__RVS__42","ADD1__P1P2",0.177150582257332,0.157710253940795,0,0.665139163801873
"ADD1_-_2845697.23-P1P2","ADD1__P1P2",0.0916103063521636,0.300505566613643,0.0818684136873107,0.526015713346883
"ADD1_-_2845997.23-P1P2","ADD1__P1P2",0.311692257515479,2.2500521295379e-09,0.0209922236259498,0.667315516608519
"ADD1_-_2845596.23-P1P2","ADD1__P1P2",0,0,0,1
"ADD1_+_2846015.23-P1P2","ADD1__P1P2",0.146647406082136,0,2.65355072551415e-10,0.853352593652509
"ADD1_-_2845605.23-P1P2","ADD1__P1P2",0.246307279834973,0,0.168480882475564,0.585211837689463
"AEN_+_89164562.23-P1P2","AEN__P1P2",0.21792060064493,0.0159366929514085,0.288742570339337,0.477400136064324
"AEN__P1P2__primary__RVS__50","AEN__P1P2",0.274296362019758,8.20172643669979e-10,0.294270147010395,0.431433490149674
"AEN__P1P2__primary__FWD__-11","AEN__P1P2",0.366470925268794,0,0.20618804834539,0.427341026385817
"AEN_+_89164789.23-P1P2","AEN__P1P2",0.110847901009318,0,0.465328313159199,0.423823785831482
"AEN__P1P2__primary__FWD__65","AEN__P1P2",0.267168367913814,0,0.439012981037651,0.293818651048535
"AEN__P1P2__primary__FWD__246","AEN__P1P2",0.0202546396421034,0,0,0.979745360357897
"AEN__P1P2__primary__FWD__247","AEN__P1P2",0.0726294840212356,0.177843710816835,1.25137118061033e-09,0.749526803910559
"AEN__P1P2__primary__FWD__248","AEN__P1P2",0.35010601631303,6.67644387400398e-07,0.122789477183975,0.527103838858608
"AES__P1P2__secondary__FWD__98","AES__P1P2",0.398035106305673,0,0.194653791711543,0.407311101982784
"AES__P1P2__secondary__FWD__84","AES__P1P2",0.256695140607487,0,0.28691391647566,0.456390942916853
"AES__P1P2__secondary__FWD__90","AES__P1P2",0.265334804405808,0,0,0.734665195594192
"AES__P1P2__primary__FWD__18","AES__P1P2",0.262599557770667,0.101145588311101,0,0.636254853918232
"AES_+_3061863.23-P1P2","AES__P1P2",0.147520384837183,0,0,0.852479615162817
"AES_-_3061802.23-P1P2","AES__P1P2",0.183459448824062,0,0.252976208286956,0.563564342888982
"AES_-_3062083.23-P1P2","AES__P1P2",0.258070703913,0.0758405447790631,0.299177125222359,0.366911626085578
"AES__P1P2__primary__RVS__6","AES__P1P2",0.233566940057477,2.05422798343418e-09,0.398223866107009,0.368209191781285
"AGO1__36348590__RVS__53","AGO1__36348590",0.0749335337272502,0,0.0273797354371655,0.897686730835584
"AGO1__36348590__FWD__49","AGO1__36348590",0.1481100197236,7.25404325612339e-10,0,0.851889979550995
"AGO1__36348590__FWD__48","AGO1__36348590",0.00642041464488619,0,0,0.993579585355114
"AGO1__36348590__FWD__72","AGO1__36348590",0.311530112991636,1.2485172696069e-08,0.0668782924936317,0.621591582029559
"AGO1__36348590__FWD__31","AGO1__36348590",0.0998505703908878,0,0.234403492595536,0.665745937013576
"AGO1__36348590__RVS__22","AGO1__36348590",0,0,0.334534890957016,0.665465109042984
"AGO1__36348590__FWD__7","AGO1__36348590",0.13441647496086,0.175780580779214,1.27427899767778e-09,0.689802942985647
"AGO1__36348590__RVS__34","AGO1__36348590",0.0725008293927498,0,0,0.92749917060725
"AGO2__141644983__RVS__53","AGO2__141644983",0.585897806013796,0,0,0.414102193986204
"AGO2__141644983__FWD__45","AGO2__141644983",0.392493715346317,0,0,0.607506284653683
"AGO2__141644983__RVS__49","AGO2__141644983",0.137431533492435,0.210573978131375,0.102574247439491,0.549420240936699
"AGO2__141644983__RVS__52","AGO2__141644983",0.376299854903165,2.14693285671155e-09,5.2998967518806e-09,0.623700137650006
"AGO2__141644983__RVS__54","AGO2__141644983",0.105651886439918,0.150533845401719,0.215661657395361,0.528152610763002
"AGO2__141644983__RVS__58","AGO2__141644983",0.160100260412907,0.060682247677118,0.00434848834140354,0.774869003568571
"AGO2__141644983__FWD__64","AGO2__141644983",0.55286503191659,0,0,0.44713496808341
"AGO2__141644983__FWD__67","AGO2__141644983",0.254985652850735,0,8.46276331502032e-08,0.745014262521632
"AGPS__P1P2__primarysecondary__FWD__64","AGPS__P1P2",0.0168430407875566,0.0170281420140368,0.718106101017386,0.248022716181021
"AGPS_-_178257644.23-P1P2","AGPS__P1P2",0.0972781593370616,0,0,0.902721840662938
"AGPS_-_178257511.23-P1P2","AGPS__P1P2",0.182566449721869,0,0.0525628257742541,0.764870724503877
"AGPS_-_178257520.23-P1P2","AGPS__P1P2",2.25656813371216e-09,0.0622138926631465,0.0415737895450455,0.89621231553524
"AGPS_-_178257877.23-P1P2","AGPS__P1P2",0,0.171024283127923,0.0815598232564812,0.747415893615596
"AGPS_-_178257523.23-P1P2","AGPS__P1P2",0.0929989610677736,0,0,0.907001038932226
"AGPS__P1P2__primarysecondary__FWD__36","AGPS__P1P2",0.122459770434114,2.63343157933732e-09,0.210453624209102,0.667086602723353
"AGPS__P1P2__primarysecondary__FWD__46","AGPS__P1P2",0.276519075258182,4.45381762488334e-08,0.152066363947907,0.571414516255735
"AHR_+_17338738.23-P1P2","AHR__P1P2",0.453489790959262,2.10617825547716e-15,0.177799564173366,0.36871064486737
"AHR_+_17338717.23-P1P2","AHR__P1P2",0,1.25365812881069e-09,0.242389526142343,0.757610472603998
"AHR__P1P2__secondary__FWD__497","AHR__P1P2",0.280605475890397,0,0.349256891191077,0.370137632918526
"AHR__P1P2__primary__FWD__457","AHR__P1P2",0.190082919305154,0,0.311832768254603,0.498084312440243
"AHR__P1P2__primary__FWD__1","AHR__P1P2",4.92578249462247e-10,0,0.249120920650127,0.750879078857295
"AHR__P1P2__secondary__FWD__492","AHR__P1P2",0.0527339370359135,0,0.210884728449093,0.736381334514994
"AHR__P1P2__primary__FWD__57","AHR__P1P2",0.311515613494233,0.037253875541297,4.75621562689282e-10,0.651230510488848
"AHR__P1P2__primary__FWD__97","AHR__P1P2",0.311693336770613,8.38067216413521e-10,0.169438767322199,0.518867895069121
"AHR__P1P2__primary__RVS__62","AHR__P1P2",0.176332046456652,1.65585102510176e-10,0.366149093260288,0.457518860117475
"AHR_+_17338744.23-P1P2","AHR__P1P2",0.173606333942891,4.36373855416715e-09,0.0612685083185927,0.765125153374778
"AHR__P1P2__primary__RVS__46","AHR__P1P2",0.449355186026043,0,0,0.550644813973957
"AJUBA_-_23451680.23-P1P2","AJUBA__P1P2",0.0131267665491392,0.278498022978576,0,0.708375210472285
"AJUBA_+_23451722.23-P1P2","AJUBA__P1P2",0.348192529928336,0.105842939307697,0.297149711149458,0.248814819614509
"AJUBA__P1P2__primary__FWD__100","AJUBA__P1P2",0.29507638580456,1.25014934133165e-10,0.381199763486468,0.323723850583957
"AJUBA_+_23451717.23-P1P2","AJUBA__P1P2",0.293266292789767,0.0106724614803149,0.344687381967354,0.351373863762564
"AJUBA__P1P2__primary__RVS__75","AJUBA__P1P2",0.315512861235556,0,0.200159861349755,0.484327277414689
"AJUBA_-_23451297.23-P1P2","AJUBA__P1P2",0.182937994117137,5.73191107572461e-11,0.387653276774335,0.429408729051209
"AJUBA__P1P2__primary__FWD__79","AJUBA__P1P2",0.0147014690080491,0.0826509710406833,0.15396532341413,0.748682236537138
"AJUBA_+_23451466.23-P1P2","AJUBA__P1P2",0.282001150105983,0.0472147859049463,0.280301044604083,0.390483019384988
"AK2__P1P2__primarysecondary__FWD__35","AK2__P1P2",0.225180761642264,0.0486811292441847,0.426087981563685,0.300050127549865
"AK2__P1P2__primarysecondary__RVS__32","AK2__P1P2",0.207606698974425,0,0.190300238341467,0.602093062684108
"AK2__P1P2__primarysecondary__FWD__16","AK2__P1P2",0.0918420813839355,0.0112792986722898,0.43234987947063,0.464528740473145
"AK2__P1P2__primarysecondary__FWD__15","AK2__P1P2",0,7.27169974142171e-10,0.277990572585263,0.722009426687567
"AK2_+_33502194.23-P1P2","AK2__P1P2",0.115389888019006,0.00702614792233819,0.4460630059821,0.431520958076557
"AK2_+_33502042.23-P1P2","AK2__P1P2",0.188304958430111,0,0.41305535811112,0.398639683458769
"AK2_+_33502056.23-P1P2","AK2__P1P2",0.178195355335266,0.0133635238041646,0.331911545446507,0.476529575414062
"AK2_+_33502475.23-P1P2","AK2__P1P2",0.247746142674117,0.126123891830882,0.418810409947447,0.207319555547553
"AKAP10__P1P2__primarysecondary__FWD__75","AKAP10__P1P2",0.293460376877847,1.4129168161448e-09,0.0848241369251665,0.62171548478407
"AKAP10__P1P2__primarysecondary__FWD__54","AKAP10__P1P2",0.0514049575591518,1.45732067240454e-10,0.0541061882445885,0.894488854050528
"AKAP10_+_19881129.23-P1P2","AKAP10__P1P2",0.422900690652595,0,0.141488186699514,0.43561112264789
"AKAP10_+_19881078.23-P1P2","AKAP10__P1P2",0.498415555656441,0,0,0.501584444343559
"AKAP10_+_19881070.23-P1P2","AKAP10__P1P2",0.0338623433443238,0.114178004010045,0.479839110164223,0.372120542481409
"AKAP10_+_19881109.23-P1P2","AKAP10__P1P2",0.105435583456935,0.0694513261114067,0.0952394783066574,0.729873612125001
"AKAP10_+_19881106.23-P1P2","AKAP10__P1P2",0.243955273054649,0,0.0553159255442825,0.700728801401068
"AKAP10__P1P2__primarysecondary__FWD__28","AKAP10__P1P2",0.357042091591279,1.59276179157681e-10,7.39271973142847e-08,0.642957834322248
"AKAP3__P1__primarysecondary__RVS__-25","AKAP3__P1",0,0,0.877821504169628,0.122178495830372
"AKAP3_+_4757792.23-P1","AKAP3__P1",0.134873675096436,0.0307419965934475,0,0.834384328310117
"AKAP3__P1__primarysecondary__RVS__-22","AKAP3__P1",0.0399276143072646,0,0.538516847273713,0.421555538419023
"AKAP3_-_4758224.23-P1","AKAP3__P1",0,0,0.878561806727998,0.121438193272002
"AKAP3__P1__primarysecondary__FWD__68","AKAP3__P1",0.101944464861403,0.0248804925851701,7.70777544593775e-10,0.873175041782649
"AKAP3__P1__primarysecondary__RVS__-24","AKAP3__P1",0.0223034687087803,0,0.577866514255634,0.399830017035586
"AKAP3__P1__primarysecondary__RVS__38","AKAP3__P1",0.277141961020752,0,0.00231506546964298,0.720542973509605
"AKAP3_-_4758021.23-P1","AKAP3__P1",0.068644260646654,0,0.363753087698725,0.567602651654621
"AMOTL1_-_94501540.23-P1P2","AMOTL1__P1P2",0.242361320860599,7.71023432298965e-11,0.34713271725909,0.410505961803209
"AMOTL1_+_94502016.23-P1P2","AMOTL1__P1P2",0.322817622681952,0.0975336122955159,0.0454589393850238,0.534189825637508
"AMOTL1_-_94501560.23-P1P2","AMOTL1__P1P2",0.353739691543952,2.52498985516121e-10,0.328910583566249,0.3173497246373
"AMOTL1_-_94501700.23-P1P2","AMOTL1__P1P2",0.00305671977323782,0,0.0502433667821693,0.946699913444593
"AMOTL1__P1P2__primarysecondary__RVS__67","AMOTL1__P1P2",0.120676406350695,0.00190430074998951,0.474232790951319,0.403186501947997
"AMOTL1__P1P2__primarysecondary__RVS__68","AMOTL1__P1P2",0.229360381938738,0.0277454787042822,0.265214037531854,0.477680101825126
"AMOTL1__P1P2__primarysecondary__FWD__69","AMOTL1__P1P2",0.420111045608176,2.96324795127207e-09,0.311760576252446,0.268128375176129
"AMOTL1__P1P2__primarysecondary__FWD__75","AMOTL1__P1P2",0.190254302905663,2.66832149966033e-09,0.48437693426337,0.325368760162646
"ANAPC13__P1P2__primary__RVS__49","ANAPC13__P1P2",0,0,0.98143527576444,0.0185647242355604
"ANAPC13_-_134204795.23-P1P2","ANAPC13__P1P2",0,1.96311372646599e-11,0.971412866583863,0.0285871333965057
"ANAPC13_-_134204776.23-P1P2","ANAPC13__P1P2",0,0,0.832410182583854,0.167589817416146
"ANAPC13_+_134204787.23-P1P2","ANAPC13__P1P2",0,1.3673116914938e-10,0.952097544540857,0.0479024553224121
"ANAPC13__P1P2__secondary__FWD__73","ANAPC13__P1P2",0,1.35593973583037e-21,0.902322607580532,0.0976773924194684
"ANAPC13__P1P2__secondary__FWD__61","ANAPC13__P1P2",7.12433877924407e-10,0,0.955862251583275,0.0441377477042916
"ANAPC13__P1P2__secondary__FWD__64","ANAPC13__P1P2",0,0,0.926226015251934,0.0737739847480656
"ANAPC13__P1P2__primary__FWD__69","ANAPC13__P1P2",0,0,0.978913236373485,0.0210867636265151
"ANAPC7__P1P2__secondary__FWD__54","ANAPC7__P1P2",0.0556760728068023,1.54881749118714e-10,0.567330955602667,0.376992971435649
"ANAPC7__P1P2__secondary__FWD__51","ANAPC7__P1P2",0.133158538735785,0.0450192836087076,0.110197280559342,0.711624897096165
"ANAPC7__P1P2__secondary__FWD__45","ANAPC7__P1P2",0.178738524253405,0,0.0596610928535493,0.761600382893046
"ANAPC7__P1P2__secondary__RVS__56","ANAPC7__P1P2",0.174473731799003,0,0.0735448323205741,0.751981435880422
"ANAPC7_+_110841088.23-P1P2","ANAPC7__P1P2",0.314146608370107,0,0,0.685853391629893
"ANAPC7_+_110841070.23-P1P2","ANAPC7__P1P2",0.230992197670067,0,0.0699671336151562,0.699040668714777
"ANAPC7_-_110841548.23-P1P2","ANAPC7__P1P2",0.179967496633852,0,0.06438083262755,0.755651670738598
"ANAPC7__P1P2__secondary__FWD__44","ANAPC7__P1P2",0.322258479445718,0.0535584480866565,0.0706669731224178,0.553516099345208
"ANKRA2__P1P2__secondary__FWD__74","ANKRA2__P1P2",0.038491791193678,0.00763226044258679,0.769835646657657,0.184040301706079
"ANKRA2__P1P2__secondary__FWD__59","ANKRA2__P1P2",0.121960841962435,0.0749663519469559,0.320822541604234,0.482250264486376
"ANKRA2_+_72861375.23-P1P2","ANKRA2__P1P2",0.00987353887900019,0,0.854671857362076,0.135454603758924
"ANKRA2__P1P2__primary__FWD__30","ANKRA2__P1P2",0.269844706311561,3.32456154184348e-10,0.443900135010345,0.286255158345637
"ANKRA2_-_72861077.23-P1P2","ANKRA2__P1P2",0.149089312802622,0.11692386144582,2.18166769332577e-10,0.733986825533392
"ANKRA2_-_72861421.23-P1P2","ANKRA2__P1P2",0.012090123977233,0,0.921252352874579,0.0666575231481882
"ANKRA2_-_72860844.23-P1P2","ANKRA2__P1P2",0.0585898796688969,0.000520662960641082,0.739384156294691,0.201505301075771
"ANKRA2__P1P2__secondary__FWD__35","ANKRA2__P1P2",0.322208997277245,0,0.314692655135978,0.363098347586777
"ANKRD17_+_74124498.23-P1P2","ANKRD17__P1P2",0.208911426037743,0.00684707587095035,0.320940092990128,0.46330140510118
"ANKRD17_+_74124492.23-P1P2","ANKRD17__P1P2",0.22483030937419,0,0.181097982836736,0.594071707789074
"ANKRD17__P1P2__primary__FWD__61","ANKRD17__P1P2",0.38727688053918,0.0469657281878403,0.0630465812288625,0.502710810044117
"ANKRD17_-_74124477.23-P1P2","ANKRD17__P1P2",0.232969803898663,0.0281203438642631,0.185491543440369,0.553418308796706
"ANKRD17__P1P2__primary__FWD__72","ANKRD17__P1P2",0.431001002374898,0,0.108522235986789,0.460476761638314
"ANKRD17_+_74124315.23-P1P2","ANKRD17__P1P2",0.0615843668084983,0,0.504341469726439,0.434074163465063
"ANKRD17__P1P2__primary__FWD__28","ANKRD17__P1P2",0.282727117344784,0.0489542175446242,0.182850209267027,0.485468455843565
"ANKRD17_+_74124318.23-P1P2","ANKRD17__P1P2",0.125623586426555,9.32749815178691e-11,0.160223924389634,0.714152489090536
"ANKRD49_-_94226994.23-P1P2","ANKRD49__P1P2",0.00468534150825131,0.0114525124492054,0.869143047092954,0.114719098949589
"ANKRD49_-_94227181.23-P1P2","ANKRD49__P1P2",0.195462602008197,0,1.1241444364552e-09,0.804537396867658
"ANKRD49_+_94227214.23-P1P2","ANKRD49__P1P2",0,0,0.917409347970651,0.0825906520293494
