sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
CAPZA1_+_113162684.23-P1P2	CAPZA1__P1P2	4037.9	9713/11065	4037.9	10389	1.3632	9.1423e+05	4.039e+05	9.9934	1	8.1454e-24	1.6291e-23	1.0888e-21	True
TRIP12_+_230786237.23-P1P2	TRIP12__P1P2	4277.7	10326/11428	4277.7	10877	1.3461	6.0705e+05	4.3848e+05	9.9653	1	1.0806e-23	2.1611e-23	1.4345e-21	True
MAU2_+_19431732.23-P1P2	MAU2__P1P2	5392.6	13504/12842	5392.6	13173	1.2884	2.1897e+05	6.0984e+05	9.9635	1	1.1005e-23	2.201e-23	1.451e-21	True
MYH9__P1P2__primary__FWD__35	MYH9__P1P2	5356.2	11707/14161	5356.2	12934	1.2717	3.0132e+06	6.04e+05	9.7504	1	9.1859e-23	1.8372e-22	1.203e-20	True
RBM47__P1P2__secondary__RVS__50	RBM47__P1P2	4159.4	10311/10627	4159.4	10469	1.3315	49999	4.2131e+05	9.7212	1	1.2247e-22	2.4494e-22	1.5931e-20	True
CHEK2_+_29137755.23-P1P2	CHEK2__P1P2	4076.4	10455/10134	4076.4	10294	1.3363	51703	4.0938e+05	9.7184	1	1.2588e-22	2.5176e-22	1.6265e-20	True
TMED2_-_124069330.23-P1P2	TMED2__P1P2	4598.5	10515/12167	4598.5	11341	1.3022	1.3641e+06	4.8604e+05	9.6717	1	1.9894e-22	3.9787e-22	2.5535e-20	True
GPATCH8__P1P2__primary__FWD__53	GPATCH8__P1P2	5696.7	12493/14510	5696.7	13502	1.2448	2.0329e+06	6.5942e+05	9.6114	1	3.579e-22	7.158e-22	4.5637e-20	True
GPATCH8_+_42580753.23-P1P2	GPATCH8__P1P2	4306.8	10528/10767	4306.8	10647	1.3056	28626	4.4273e+05	9.5294	1	7.9122e-22	1.5824e-21	1.0023e-19	True
PAN3_-_28712804.23-P1P2	PAN3__P1P2	3309.2	8424.3/8680.6	3309.2	8552.4	1.3696	32826	3.0424e+05	9.5059	1	9.92e-22	1.984e-21	1.2485e-19	True
FBXO28_-_224301858.23-P1P2	FBXO28__P1P2	4589.1	11346/10930	4589.1	11138	1.279	86395	4.8464e+05	9.4071	1	2.5511e-21	5.1022e-21	3.1901e-19	True
SOX4_+_21594436.23-P1	SOX4__P1	4491.6	11941/9830.9	4491.6	10886	1.277	2.2259e+06	4.7003e+05	9.3268	1	5.4543e-21	1.0909e-20	6.7767e-19	True
SUFU__104263513__RVS__29	SUFU__104263513	5317.8	12138/12910	5317.8	12524	1.2356	2.9775e+05	5.9784e+05	9.3195	1	5.8441e-21	1.1688e-20	7.2146e-19	True
MYH9__P1P2__primary__FWD__5	MYH9__P1P2	4811.3	11012/12005	4811.3	11509	1.258	4.931e+05	5.1839e+05	9.3018	1	6.9049e-21	1.381e-20	8.4703e-19	True
PAN3_+_28712792.23-P1P2	PAN3__P1P2	5826.5	12710/14192	5826.5	13451	1.2069	1.0983e+06	6.8092e+05	9.24	1	1.2324e-20	2.4649e-20	1.5023e-18	True
ZNF460_-_57791882.23-P1P2	ZNF460__P1P2	3362.2	8673.1/8241.8	3362.2	8457.5	1.3306	93017	3.1119e+05	9.1339	1	3.3024e-20	6.6049e-20	4.0005e-18	True
SOX4_-_21594406.23-P1	SOX4__P1	5064.6	12464/11305	5064.6	11885	1.2305	6.7153e+05	5.5769e+05	9.133	1	3.3321e-20	6.6641e-20	4.0113e-18	True
ZNF532_+_56530707.23-P2	ZNF532__P2	4129.3	9386.4/10660	4129.3	10023	1.2792	8.11e+05	4.1698e+05	9.1274	1	3.5081e-20	7.0161e-20	4.1971e-18	True
SPRY4__P1P2__primary__FWD__60	SPRY4__P1P2	5147.6	11525/12539	5147.6	12032	1.2247	5.1374e+05	5.7076e+05	9.1125	1	4.0263e-20	8.0525e-20	4.7875e-18	True
TMED2__P1P2__primarysecondary__RVS__0	TMED2__P1P2	3694.4	9526.4/8684.3	3694.4	9105.3	1.3012	3.5454e+05	3.5586e+05	9.0706	1	5.9195e-20	1.1839e-19	6.9959e-18	True
PICALM__P1P2__secondary__FWD__64	PICALM__P1P2	3717.2	8464.8/9821.6	3717.2	9143.2	1.2983	9.2055e+05	3.59e+05	9.056	1	6.768e-20	1.3536e-19	7.9423e-18	True
MAU2_-_19431674.23-P1P2	MAU2__P1P2	4208.2	8587.1/11683	4208.2	10135	1.2679	4.7915e+06	4.2837e+05	9.0554	1	6.8023e-20	1.3605e-19	7.9423e-18	True
CYP51A1_+_91763777.23-P1P2	CYP51A1__P1P2	3511.7	8602.6/8738.3	3511.7	8670.5	1.3037	9202.5	3.3107e+05	8.9658	1	1.5397e-19	3.0794e-19	1.787e-17	True
EXT1_+_119124040.23-P1P2	EXT1__P1P2	5213	11250/12700	5213	11975	1.1997	1.0506e+06	5.8112e+05	8.8706	1	3.6369e-19	7.2738e-19	4.1724e-17	True
SUPT20H__P1P2__secondary__RVS__74	SUPT20H__P1P2	5107.1	11351/12191	5107.1	11771	1.2045	3.5311e+05	5.6438e+05	8.8706	1	3.6381e-19	7.2762e-19	4.1724e-17	True
MAU2__P1P2__primarysecondary__FWD__37	MAU2__P1P2	3447.3	8905.4/8034.1	3447.3	8469.7	1.2966	3.7955e+05	3.2246e+05	8.8445	1	4.5969e-19	9.1939e-19	5.241e-17	True
UBE2M__P1P2__primarysecondary__FWD__60	UBE2M__P1P2	4857	10517/11987	4857	11252	1.2119	1.0803e+06	5.2541e+05	8.8231	1	5.5676e-19	1.1135e-18	6.3106e-17	True
EXT1__P1P2__primary__FWD__31	EXT1__P1P2	5625.1	13476/11954	5625.1	12715	1.1764	1.1589e+06	6.4764e+05	8.81	1	6.2593e-19	1.2519e-18	7.0533e-17	True
NIPBL_+_36877381.23-P1P2	NIPBL__P1P2	3845.9	9646.6/8801.7	3845.9	9224.1	1.2619	3.5698e+05	3.7683e+05	8.7613	1	9.6512e-19	1.9302e-18	1.0813e-16	True
ZIC2_+_100634098.23-P1P2	ZIC2__P1P2	3465	8130.9/8643.3	3465	8387.1	1.2751	1.3126e+05	3.2482e+05	8.6365	1	2.8983e-18	5.7966e-18	3.2284e-16	True
ZNF787_-_56632608.23-P1P2	ZNF787__P1P2	4503	10234/10590	4503	10412	1.2092	63255	4.7173e+05	8.6038	1	3.8573e-18	7.7147e-18	4.2722e-16	True
ZNF460__P1P2__primary__FWD__74	ZNF460__P1P2	4764.6	10185/11505	4764.6	10845	1.1864	8.7142e+05	5.1124e+05	8.5037	1	9.1852e-18	1.837e-17	1.0115e-15	True
SPRY4_+_141704568.23-P1P2	SPRY4__P1P2	4987.7	11967/10538	4987.7	11252	1.1736	1.0208e+06	5.4568e+05	8.4806	1	1.1205e-17	2.2409e-17	1.2269e-15	True
FAM98A_+_33824309.23-P1P2	FAM98A__P1P2	5744.5	11964/13355	5744.5	12659	1.1398	9.6759e+05	6.6731e+05	8.4647	1	1.2838e-17	2.5676e-17	1.3979e-15	True
GPATCH8__P1P2__secondary__FWD__26	GPATCH8__P1P2	4846.6	9857.1/12066	4846.6	10961	1.1772	2.4388e+06	5.2382e+05	8.4487	1	1.4727e-17	2.9454e-17	1.5946e-15	True
CXorf56_+_118699170.23-P1P2	CXorf56__P1P2	4279.8	10151/9515.2	4279.8	9833.3	1.1999	2.0245e+05	4.3879e+05	8.3838	1	2.5617e-17	5.1234e-17	2.7584e-15	True
TMED2_+_124069178.23-P1P2	TMED2__P1P2	4138.6	8868/10234	4138.6	9551.2	1.2063	9.3331e+05	4.1832e+05	8.3685	1	2.9184e-17	5.8369e-17	3.1252e-15	True
GPATCH8_+_42580772.23-P1P2	GPATCH8__P1P2	3582.2	9056.7/7702.5	3582.2	8379.6	1.2258	9.1697e+05	3.4058e+05	8.2203	1	1.0146e-16	2.0291e-16	1.0805e-14	True
ZNF532_-_56530918.23-P2	ZNF532__P2	4050.4	9567.8/8888.3	4050.4	9228.1	1.1878	2.3089e+05	4.0568e+05	8.1291	1	2.1624e-16	4.3247e-16	2.2902e-14	True
FAM107A__58562326__FWD__34	FAM107A__P1P2	4876.7	10719/10809	4876.7	10764	1.1421	4089.4	5.2846e+05	8.0984	1	2.7845e-16	5.5691e-16	2.9331e-14	True
CDK2_-_56360608.23-P1P2	CDK2__P1P2	2405.1	5784.9/6091.9	2405.1	5938.4	1.3036	47151	1.9317e+05	8.0391	1	4.5266e-16	9.0531e-16	4.7424e-14	True
SND1_+_127292678.23-P1P2	SND1__P1P2	4236.2	10290/8750.4	4236.2	9520.4	1.1681	1.1858e+06	4.3243e+05	8.0356	1	4.6551e-16	9.3103e-16	4.8509e-14	True
NIPBL__P1P2__primary__RVS__45	NIPBL__P1P2	4624.4	11138/9192.9	4624.4	10166	1.1362	1.8926e+06	4.8995e+05	7.9164	1	1.2224e-15	2.4447e-15	1.2669e-13	True
GMPR2__P1P2__secondary__RVS__39	GMPR2__P1P2	4444.9	8928.2/10714	4444.9	9821.1	1.1436	1.5946e+06	4.6308e+05	7.9004	1	1.39e-15	2.7799e-15	1.433e-13	True
PTPN12_+_77167035.23-P1P2	PTPN12__P1P2	5789.1	12321/12184	5789.1	12253	1.0815	9445.2	6.7471e+05	7.8688	1	1.7899e-15	3.5798e-15	1.8356e-13	True
NIPBL_-_36877400.23-P1P2	NIPBL__P1P2	3855.3	8474.1/8831.5	3855.3	8652.8	1.1661	63855	3.7813e+05	7.8018	1	3.0509e-15	6.1018e-15	3.1122e-13	True
GLCE__P1P2__primarysecondary__FWD__60	GLCE__P1P2	4212.3	9298.3/9325.1	4212.3	9311.7	1.1442	360.99	4.2897e+05	7.7858	1	3.4628e-15	6.9257e-15	3.514e-13	True
SPRY4_-_141704305.23-P1P2	SPRY4__P1P2	4857	9931.7/11067	4857	10499	1.112	6.4448e+05	5.2541e+05	7.7842	1	3.5074e-15	7.0147e-15	3.5406e-13	True
SUFU__104263513__RVS__57	SUFU__104263513	5535.8	11191/12242	5535.8	11716	1.0815	5.5159e+05	6.3305e+05	7.7681	1	3.9831e-15	7.9662e-15	4e-13	True
TCF7L1_-_85360943.23-P1P2	TCF7L1__P1P2	3453.5	7508.9/8180.3	3453.5	7844.6	1.1834	2.2541e+05	3.2329e+05	7.7228	1	5.6904e-15	1.1381e-14	5.6851e-13	True
GLCE_+_69452969.23-P1P2	GLCE__P1P2	4416.8	9005.9/10285	4416.8	9645.3	1.1266	8.1748e+05	4.5893e+05	7.7179	1	5.9134e-15	1.1827e-14	5.8776e-13	True
CYP51A1_-_91763767.23-P1P2	CYP51A1__P1P2	4403.3	10701/8512	4403.3	9606.5	1.1252	2.3958e+06	4.5693e+05	7.6973	1	6.9489e-15	1.3898e-14	6.8717e-13	True
FAM98A_-_33823939.23-P1P2	FAM98A__P1P2	4845.5	9675.6/11146	4845.5	10411	1.1032	1.0813e+06	5.2366e+05	7.6908	1	7.3092e-15	1.4618e-14	7.1912e-13	True
SGK223__P1P2__secondary__FWD__73	SGK223__P1P2	5005.4	11778/9565.5	5005.4	10672	1.0921	2.4479e+06	5.4843e+05	7.6515	1	9.9349e-15	1.987e-14	9.7252e-13	True
PAN3__P1P2__secondary__FWD__58	PAN3__P1P2	4215.4	9177/9222.7	4215.4	9199.8	1.1257	1044.3	4.2942e+05	7.6063	1	1.4108e-14	2.8216e-14	1.3741e-12	True
FBXO28_-_224302270.23-P1P2	FBXO28__P1P2	4623.4	10090/9768.5	4623.4	9929.4	1.1026	51774	4.898e+05	7.5816	1	1.7063e-14	3.4127e-14	1.6536e-12	True
MAU2_-_19431659.23-P1P2	MAU2__P1P2	4131.4	8875.3/9141.6	4131.4	9008.5	1.1245	35470	4.1727e+05	7.5501	1	2.175e-14	4.3499e-14	2.0973e-12	True
B4GALT7_+_177027199.23-P1P2	B4GALT7__P1P2	3671.5	8601.6/7601	3671.5	8101.3	1.1416	5.0065e+05	3.5273e+05	7.4586	1	4.3719e-14	8.7438e-14	4.1949e-12	True
MYH9__P1P2__primary__RVS__96	MYH9__P1P2	3902	8163.1/8869.6	3902	8516.4	1.1258	2.4962e+05	3.8467e+05	7.44	1	5.0359e-14	1.0072e-13	4.8081e-12	True
non-targeting_00205	negative_control__na	4657.6	10032/9716.4	4657.6	9874.3	1.0839	49896	4.9497e+05	7.4148	1	6.0883e-14	1.2177e-13	5.7844e-12	True
CYP51A1__P1P2__secondary__FWD__70	CYP51A1__P1P2	5006.4	11691/9196.6	5006.4	10444	1.0606	3.111e+06	5.486e+05	7.3411	1	1.0589e-13	2.1178e-13	1.0012e-11	True
USP10__P1P2__primarysecondary__FWD__58	USP10__P1P2	4719.9	9553.3/10274	4719.9	9913.8	1.0705	2.5994e+05	5.0443e+05	7.313	1	1.3066e-13	2.6132e-13	1.2294e-11	True
SUFU__104263513__FWD__26	SUFU__104263513	4790.5	10410/9665.1	4790.5	10037	1.067	2.7713e+05	5.1521e+05	7.3099	1	1.337e-13	2.6741e-13	1.2519e-11	True
MYH9_+_36783976.23-P1P2	MYH9__P1P2	4945.2	9751.3/10863	4945.2	10307	1.0594	6.1796e+05	5.3906e+05	7.3031	1	1.406e-13	2.8121e-13	1.3102e-11	True
L3MBTL2_-_41601390.23-P1P2	L3MBTL2__P1P2	4663.9	9794.9/9793.7	4663.9	9794.3	1.0702	0.69191	4.9592e+05	7.2853	1	1.605e-13	3.21e-13	1.4884e-11	True
L3MBTL2__P1P2__primarysecondary__FWD__66	L3MBTL2__P1P2	4762.5	10958/8963.7	4762.5	9960.9	1.0644	1.9887e+06	5.1092e+05	7.2727	1	1.7623e-13	3.5245e-13	1.6265e-11	True
TMEM81_-_205053412.23-ENST00000367167.3	TMEM81__ENST00000367167.3	3870.8	7744.2/8920.9	3870.8	8332.6	1.1059	6.9224e+05	3.8031e+05	7.235	1	2.328e-13	4.656e-13	2.1385e-11	True
CXorf56_+_118699159.23-P1P2	CXorf56__P1P2	6001.9	11833/12308	6001.9	12070	1.0079	1.1269e+05	7.1032e+05	7.2004	1	3.002e-13	6.004e-13	2.7446e-11	True
RASA2_-_141205916.23-P1P2	RASA2__P1P2	4576.7	9716.1/9431.3	4576.7	9573.7	1.0646	40537	4.8276e+05	7.1919	1	3.1948e-13	6.3896e-13	2.9071e-11	True
ZNF532_+_56531105.23-P2	ZNF532__P2	3800.2	7802.3/8550.1	3800.2	8176.2	1.1051	2.7964e+05	3.7047e+05	7.1895	1	3.2511e-13	6.5021e-13	2.9445e-11	True
CHST15__125852295__FWD__34	CHST15__P2	4650.4	10120/9223.6	4650.4	9672	1.0563	4.021e+05	4.9388e+05	7.1455	1	4.482e-13	8.964e-13	4.0405e-11	True
CCNC_+_100016058.23-P1P2	CCNC__P1P2	3332.1	7542.1/7035.5	3332.1	7288.8	1.129	1.2829e+05	3.0723e+05	7.1385	1	4.7183e-13	9.4366e-13	4.2338e-11	True
MAU2_-_19431686.23-P1P2	MAU2__P1P2	5219.2	11044/10249	5219.2	10647	1.0284	3.1595e+05	5.8211e+05	7.1136	1	5.6512e-13	1.1302e-12	5.0476e-11	True
BCLAF1_-_136610904.23-P1P2	BCLAF1__P1P2	4540.4	8155.8/10720	4540.4	9437.7	1.0555	3.2865e+06	4.7732e+05	7.0886	1	6.7753e-13	1.3551e-12	6.0238e-11	True
CXorf56_-_118699001.23-P1P2	CXorf56__P1P2	5746.5	11778/11271	5746.5	11525	1.0038	1.2856e+05	6.6765e+05	7.0714	1	7.6708e-13	1.5342e-12	6.7889e-11	True
PTPN12__P1P2__primary__FWD__44	PTPN12__P1P2	4251.8	8549.8/9272.1	4251.8	8910.9	1.0673	2.6085e+05	4.347e+05	7.0666	1	7.9389e-13	1.5878e-12	6.9941e-11	True
MYH9_+_36783990.23-P1P2	MYH9__P1P2	6188.7	12152/12398	6188.7	12275	0.98792	30205	7.4203e+05	7.0657	1	7.9887e-13	1.5977e-12	7.0062e-11	True
SGK223__P1P2__secondary__FWD__69	SGK223__P1P2	5248.3	9770/11524	5248.3	10647	1.0204	1.539e+06	5.8673e+05	7.0483	1	9.0544e-13	1.8109e-12	7.9051e-11	True
ZNF460_+_57791970.23-P1P2	ZNF460__P1P2	3985	8477.2/8327.5	3985	8402.4	1.076	11202	3.9638e+05	7.0163	1	1.1394e-12	2.2788e-12	9.9031e-11	True
TAF3_-_7860494.23-P1P2	TAF3__P1P2	5436.2	11349/10537	5436.2	10943	1.0092	3.2957e+05	6.1688e+05	7.0113	1	1.1806e-12	2.3612e-12	1.0215e-10	True
EVI5__P1P2__secondary__FWD__-18	EVI5__P1P2	4489.5	8487.6/10097	4489.5	9292.5	1.0493	1.2957e+06	4.6972e+05	7.008	1	1.2091e-12	2.4182e-12	1.0416e-10	True
SOX4__P1__primarysecondary__FWD__3	SOX4__P1	4980.5	9089.9/11200	4980.5	10145	1.0263	2.2268e+06	5.4455e+05	6.9987	1	1.2918e-12	2.5835e-12	1.1078e-10	True
ZNF460_-_57791895.23-P1P2	ZNF460__P1P2	3612.4	8679.4/6756.1	3612.4	7717.7	1.095	1.8495e+06	3.4467e+05	6.9928	1	1.3468e-12	2.6937e-12	1.15e-10	True
CREBBP__P1P2__primary__RVS__69	CREBBP__P1P2	5697.8	12138/10610	5697.8	11374	0.99712	1.1676e+06	6.5959e+05	6.9888	1	1.386e-12	2.772e-12	1.1782e-10	True
SGK223__P1P2__secondary__FWD__74	SGK223__P1P2	4027.6	8358/8552.9	4027.6	8455.5	1.0698	19005	4.0242e+05	6.98	1	1.4758e-12	2.9516e-12	1.2491e-10	True
BCL2L13_+_18121577.23-P1P2	BCL2L13__P1P2	4142.8	8625.5/8641.4	4142.8	8633.4	1.0592	127.72	4.1892e+05	6.9382	1	1.9858e-12	3.9717e-12	1.6735e-10	True
KAT6B_-_76586585.23-P1P2	KAT6B__P1P2	4172.9	8150.6/9127.7	4172.9	8639.2	1.0497	4.773e+05	4.2326e+05	6.865	1	3.3241e-12	6.6483e-12	2.7891e-10	True
DENND5A__P1P2__primary__RVS__499	DENND5A__P1P2	5985.3	11546/11942	5985.3	11744	0.97229	78341	7.0752e+05	6.8461	1	3.7957e-12	7.5914e-12	3.1711e-10	True
ZNF532__P2__primarysecondary__RVS__29	ZNF532__P2	3485.7	6168.4/8628.4	3485.7	7398.4	1.0855	3.0257e+06	3.2759e+05	6.8361	1	4.0676e-12	8.1352e-12	3.3836e-10	True
UBE2R2_+_33817528.23-P1P2	UBE2R2__P1P2	3939.3	9302.4/7082.1	3939.3	8192.3	1.0561	2.4649e+06	3.8993e+05	6.8108	1	4.8533e-12	9.7067e-12	4.02e-10	True
PATL1_+_59436477.23-P1P2	PATL1__P1P2	5047.9	9500.4/10727	5047.9	10114	1.0024	7.5228e+05	5.5509e+05	6.7993	1	5.2552e-12	1.051e-11	4.3343e-10	True
HIST1H1E__P1P2__primarysecondary__FWD__3	HIST1H1E__P1P2	4711.6	9326.3/9739.7	4711.6	9533	1.0165	85446	5.0316e+05	6.7969	1	5.3438e-12	1.0688e-11	4.3887e-10	True
UBE2R2_-_33817540.23-P1P2	UBE2R2__P1P2	3255.3	5683.3/8218.5	3255.3	6950.9	1.0942	3.2138e+06	2.972e+05	6.779	1	6.0491e-12	1.2098e-11	4.947e-10	True
SLC4A1AP_-_27886833.23-P1P2	SLC4A1AP__P1P2	3466	6741.7/7900.9	3466	7321.3	1.0786	6.7182e+05	3.2496e+05	6.7632	1	6.7503e-12	1.3501e-11	5.4972e-10	True
FAM98A__P1P2__secondary__FWD__74	FAM98A__P1P2	4432.4	8406.7/9615.8	4432.4	9011.2	1.0235	7.3092e+05	4.6123e+05	6.7421	1	7.8058e-12	1.5612e-11	6.3302e-10	True
SOX4_-_21593977.23-P1	SOX4__P1	4739.7	10077/8992.6	4739.7	9534.7	1.0083	5.8779e+05	5.0743e+05	6.7314	1	8.4015e-12	1.6803e-11	6.7849e-10	True
PAN3__P1P2__primary__FWD__45	PAN3__P1P2	5351.1	10035/11076	5351.1	10556	0.98002	5.4181e+05	6.0316e+05	6.7017	1	1.0298e-11	2.0596e-11	8.2821e-10	True
ZIC2__P1P2__primary__RVS__94	ZIC2__P1P2	4257	8539.4/8721.5	4257	8630.5	1.0194	16587	4.3546e+05	6.6276	1	1.7057e-11	3.4114e-11	1.3661e-09	True
CBLL1_-_107384626.23-P1P2	CBLL1__P1P2	6485.6	514.21/659.5	6485.6	586.85	-3.4639	10554	7.9326e+05	6.623	1.7435e-11	1	3.4869e-11	1.3906e-09	False
L3MBTL2__P1P2__primarysecondary__FWD__55	L3MBTL2__P1P2	4599.5	8241.9/10193	4599.5	9217.6	1.0027	1.904e+06	4.862e+05	6.623	1	1.7603e-11	3.5206e-11	1.3983e-09	True
B3GAT3_-_62389070.23-P1P2	B3GAT3__P1P2	4634.8	8622.3/9906.4	4634.8	9264.4	0.99903	8.244e+05	4.9152e+05	6.6034	1	2.009e-11	4.0181e-11	1.5894e-09	True
L3MBTL2_-_41601533.23-P1P2	L3MBTL2__P1P2	4903.7	9454.8/9964.2	4903.7	9709.5	0.98539	1.2971e+05	5.3263e+05	6.585	1	2.2742e-11	4.5484e-11	1.7898e-09	True
OBFC1_-_105677919.23-P1P2	OBFC1__P1P2	6222	421.94/638.07	6222	530.01	-3.5508	23356	7.4771e+05	6.5826	2.2809e-11	1	4.5618e-11	1.7898e-09	False
USP44__P1__primarysecondary__FWD__50	USP44__P1	4272.5	8233.6/8929.3	4272.5	8581.4	1.006	2.4199e+05	4.3773e+05	6.5127	1	3.6898e-11	7.3795e-11	2.8721e-09	True
DNAJC2__P1P2__primary__FWD__51	DNAJC2__P1P2	5470.4	267.47/406.13	5470.4	336.8	-4.0177	9613	6.2242e+05	6.507	3.6284e-11	1	7.2568e-11	2.8357e-09	False
HUS1_-_48019152.23-P1P2	HUS1__P1P2	5030.3	245.7/193.75	5030.3	219.73	-4.5106	1349.5	5.5233e+05	6.4948	4.1564e-11	1	8.3128e-11	3.2224e-09	False
CEP63__P1P2__secondary__FWD__66	CEP63__P1P2	5002.3	203.2/233.8	5002.3	218.5	-4.5106	468.43	5.4795e+05	6.4846	4.448e-11	1	8.8959e-11	3.4347e-09	False
GLCE_-_69453183.23-P1P2	GLCE__P1P2	3822	7403.2/8164.5	3822	7783.8	1.0259	2.8982e+05	3.735e+05	6.4826	1	4.5083e-11	9.0167e-11	3.4675e-09	True
UBA3_+_69129471.23-P1P2	UBA3__P1P2	5092.6	242.59/254.3	5092.6	248.44	-4.3519	68.515	5.6209e+05	6.4781	4.6432e-11	1	9.2865e-11	3.5571e-09	False
DUSP12_+_161719608.23-P1P2	DUSP12__P1P2	5350	378.4/312.98	5350	345.69	-3.9481	2139.9	6.03e+05	6.452	5.5203e-11	1	1.1041e-10	4.2124e-09	False
WDR48_+_39093937.23-P1P2	WDR48__P1P2	5442.4	293.39/461.09	5442.4	377.24	-3.8471	14061	6.1789e+05	6.4496	5.6074e-11	1	1.1215e-10	4.2621e-09	False
NEDD8-MDP1__P1P2__primarysecondary__RVS__78	NEDD8-MDP1__P1P2	5883.6	487.26/585.91	5883.6	536.58	-3.4524	4866.1	6.9045e+05	6.4367	6.1051e-11	1	1.221e-10	4.6222e-09	False
PAN3__P1P2__primary__FWD__61	PAN3__P1P2	4393	8166.2/9301.9	4393	8734	0.99129	6.4488e+05	4.554e+05	6.4328	1	6.2632e-11	1.2526e-10	4.7234e-09	True
VWA9_-_65903465.23-P1P2	VWA9__P1P2	5684.3	429.2/514.18	5684.3	471.69	-3.5883	3611.1	6.5737e+05	6.4319	6.3013e-11	1	1.2603e-10	4.7338e-09	False
MED13_-_60142558.23-P1P2	MED13__P1P2	4269.4	9501.5/7533	4269.4	8517.2	0.99617	1.9375e+06	4.3727e+05	6.4237	1	6.6485e-11	1.3297e-10	4.9753e-09	True
GTF2IRD2__74267046__FWD__93	GTF2IRD2__74267046	4169.8	8317.5/8355.5	4169.8	8336.5	0.9993	718.92	4.2281e+05	6.408	1	7.3713e-11	1.4743e-10	5.495e-09	True
TM9SF3_-_98346379.23-P1P2	TM9SF3__P1P2	4274.6	8093.6/8931.1	4274.6	8512.4	0.9936	3.5071e+05	4.3803e+05	6.403	1	7.6167e-11	1.5233e-10	5.6562e-09	True
C1D__P1P2__primary__RVS__51	C1D__P1P2	4778.1	161.73/264.54	4778.1	213.14	-4.4801	5285.6	5.133e+05	6.3943	8.0667e-11	1	1.6133e-10	5.9675e-09	False
NAE1__P1P2__primarysecondary__RVS__66	NAE1__P1P2	5538.9	331.75/615.72	5538.9	473.73	-3.5447	40319	6.3356e+05	6.3663	9.6811e-11	1	1.9362e-10	7.1345e-09	False
MTCH2_+_47664056.23-P1P2	MTCH2__P1P2	6118.2	567.08/825.3	6118.2	696.19	-3.1337	33338	7.3e+05	6.3465	1.1014e-10	1	2.2028e-10	8.086e-09	False
XRCC1__P1P2__primary__RVS__15	XRCC1__P1P2	4639	227.04/190.96	4639	209	-4.4657	651.05	4.9215e+05	6.3379	1.1647e-10	1	2.3294e-10	8.5159e-09	False
PPIL1_+_36842544.23-P1P2	PPIL1__P1P2	4843.5	302.72/234.74	4843.5	268.73	-4.1668	2311	5.2334e+05	6.3374	1.1687e-10	1	2.3375e-10	8.5159e-09	False
GLCE_+_69453064.23-P1P2	GLCE__P1P2	4189.5	8855.6/7768.6	4189.5	8312.1	0.98827	5.9076e+05	4.2566e+05	6.3189	1	1.3171e-10	2.6342e-10	9.5612e-09	True
NSMCE4A_-_123734710.23-P1P2	NSMCE4A__P1P2	5213	304.79/500.21	5213	402.5	-3.6917	19094	5.8112e+05	6.3149	1.3515e-10	1	2.703e-10	9.7741e-09	False
RASA2_-_141205895.23-P1P2	RASA2__P1P2	4030.7	7418.7/8653.5	4030.7	8036.1	0.9953	7.624e+05	4.0287e+05	6.3106	1	1.3897e-10	2.7795e-10	9.9765e-09	True
ORC5_-_103848430.23-P1P2	ORC5__P1P2	4721	201.12/298.08	4721	249.6	-4.2359	4700.1	5.0459e+05	6.3106	1.3898e-10	1	2.7795e-10	9.9765e-09	False
INTS10__P1P2__primary__FWD__93	INTS10__P1P2	5206.8	450.97/366.08	5206.8	408.52	-3.6686	3603.5	5.8013e+05	6.304	1.4504e-10	1	2.9009e-10	1.0374e-08	False
ANKRD49__P1P2__secondary__FWD__30	ANKRD49__P1P2	5651	597.15/535.61	5651	566.38	-3.3164	1893.6	6.519e+05	6.2989	1.4991e-10	1	2.9982e-10	1.0682e-08	False
HUS1_+_48019133.23-P1P2	HUS1__P1P2	4609.9	288.21/179.78	4609.9	233.99	-4.2944	5878.4	4.8776e+05	6.2838	1.6521e-10	1	3.3042e-10	1.1729e-08	False
SEC62_-_169684646.23-P1P2	SEC62__P1P2	4779.1	290.28/283.17	4779.1	286.73	-4.0543	25.252	5.1346e+05	6.2808	1.6844e-10	1	3.3688e-10	1.1915e-08	False
CAPZA1_-_113162469.23-P1P2	CAPZA1__P1P2	5324.1	9935.9/10416	5324.1	10176	0.93443	1.1523e+05	5.9884e+05	6.2698	1	1.808e-10	3.6159e-10	1.2743e-08	True
WDR70__P1P2__primary__RVS__24	WDR70__P1P2	5642.7	624.1/570.07	5642.7	597.09	-3.2382	1459.6	6.5054e+05	6.2568	1.9646e-10	1	3.9292e-10	1.3796e-08	False
MINOS1-NBL1_-_19923558.23-P1P2	MINOS1-NBL1__P1P2	6699.5	995.24/1018.1	6699.5	1006.7	-2.7332	261.62	8.3078e+05	6.2458	2.1086e-10	1	4.2173e-10	1.4754e-08	False
HEATR3__P1P2__primarysecondary__RVS__64	HEATR3__P1P2	5606.4	680.08/506.73	5606.4	593.41	-3.2378	15026	6.4458e+05	6.245	2.1188e-10	1	4.2376e-10	1.4772e-08	False
