sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
CTNND1_+_57529304.23-P1P2	CTNND1__P1P2	3976.5	9872.6/8056	3976.5	8964.3	1.1725	1.6502e+06	6.4941e+05	6.1895	1	3.0186e-10	6.0371e-10	4.1493e-08	True
CTNND1__P1P2__primarysecondary__FWD__56	CTNND1__P1P2	4666.3	10700/9424.7	4666.3	10062	1.1084	8.1333e+05	7.6207e+05	6.1813	1	3.1792e-10	6.3583e-10	4.3393e-08	True
CTNND1_-_57529350.23-P1P2	CTNND1__P1P2	2989.7	7489.4/7111.6	2989.7	7300.5	1.2877	71398	4.8825e+05	6.1693	1	3.429e-10	6.858e-10	4.6476e-08	True
FAM122A_-_71394989.23-P1P2	FAM122A__P1P2	4718.8	10246/9939.1	4718.8	10093	1.0966	47218	7.7064e+05	6.1215	1	4.6339e-10	9.2678e-10	6.2371e-08	True
FAM122A_-_71395132.23-P1P2	FAM122A__P1P2	3453.3	8296.9/7628.2	3453.3	7962.6	1.205	2.2354e+05	5.6396e+05	6.0046	1	9.5923e-10	1.9185e-09	1.2822e-07	True
SGK223_-_8243728.23-P1P2	SGK223__P1P2	3977.5	9461.5/8141.5	3977.5	8801.5	1.1457	8.7124e+05	6.4957e+05	5.9854	1	1.079e-09	2.158e-09	1.4324e-07	True
EIF4A1_-_7476620.23-P1P2	EIF4A1__P1P2	3724	9268.6/7502.8	3724	8385.7	1.1709	1.559e+06	6.0817e+05	5.9777	1	1.1317e-09	2.2633e-09	1.4921e-07	True
B3GAT3_-_62389247.23-P1P2	B3GAT3__P1P2	3873.5	8685.4/8435.8	3873.5	8560.6	1.1439	31152	6.3258e+05	5.8932	1	1.8944e-09	3.7888e-09	2.4651e-07	True
FAM122A_-_71394995.23-P1P2	FAM122A__P1P2	4075.5	9080.8/8685.6	4075.5	8883.2	1.1239	78124	6.6557e+05	5.8931	1	1.895e-09	3.7901e-09	2.4651e-07	True
TAF5L__P1P2__secondary__FWD__63	TAF5L__P1P2	3765.4	8643.7/8098.2	3765.4	8370.9	1.1524	1.4879e+05	6.1493e+05	5.8731	1	2.1388e-09	4.2776e-09	2.7636e-07	True
CCNC_+_100016491.23-P1P2	CCNC__P1P2	5123.9	10365/10605	5123.9	10485	1.0329	28943	8.3679e+05	5.8605	1	2.3067e-09	4.6134e-09	2.9608e-07	True
CCNC_+_100016473.23-P1P2	CCNC__P1P2	3508.8	8281.2/7571.2	3508.8	7926.2	1.1754	2.5206e+05	5.7303e+05	5.8355	1	2.6822e-09	5.3643e-09	3.4201e-07	True
CCNC_-_100016531.23-P1P2	CCNC__P1P2	4109.8	8046.6/9574.1	4109.8	8810.3	1.0999	1.1667e+06	6.7118e+05	5.7375	1	4.8028e-09	9.6056e-09	6.0842e-07	True
CREBBP__P1P2__primary__RVS__69	CREBBP__P1P2	4889.5	11486/8473.4	4889.5	9979.6	1.0291	4.5372e+06	7.9852e+05	5.6961	1	6.1282e-09	1.2256e-08	7.7128e-07	True
ZNF460__P1P2__primary__FWD__74	ZNF460__P1P2	3506.8	8285.6/7296.3	3506.8	7791	1.1514	4.893e+05	5.727e+05	5.6611	1	7.5219e-09	1.5044e-08	9.4057e-07	True
CREBBP_+_3930647.23-P1P2	CREBBP__P1P2	4376.4	8734.1/9408.7	4376.4	9071.4	1.0514	2.2757e+05	7.1473e+05	5.5534	1	1.4008e-08	2.8017e-08	1.7404e-06	True
ATP6AP1_-_153657256.23-P1P2	ATP6AP1__P1P2	5191.5	200.77/180.21	5191.5	190.49	-4.7611	211.36	8.4784e+05	5.4964	1.938e-08	1	3.876e-08	2.3906e-06	False
SGK223__P1P2__secondary__FWD__73	SGK223__P1P2	4345.1	8513.3/9433.8	4345.1	8973.5	1.0461	4.2366e+05	7.0961e+05	5.4944	1	1.9602e-08	3.9204e-08	2.3906e-06	True
FAM98A_+_33824324.23-P1P2	FAM98A__P1P2	4194.6	8582/8902.3	4194.6	8742.1	1.0593	51303	6.8504e+05	5.4943	1	1.9612e-08	3.9223e-08	2.3906e-06	True
MED13_-_60142558.23-P1P2	MED13__P1P2	3742.2	8627.2/7395.6	3742.2	8011.4	1.098	7.5841e+05	6.1114e+05	5.4611	1	2.3664e-08	4.7329e-08	2.8666e-06	True
non-targeting_01028	negative_control__na	4811.8	9560.6/9679	4811.8	9619.8	0.99929	7009.3	7.8582e+05	5.4238	1	2.9166e-08	5.8331e-08	3.5111e-06	True
CCNC__P1P2__secondary__FWD__54	CCNC__P1P2	4155.3	8774.9/8409.5	4155.3	8592.2	1.0479	66745	6.786e+05	5.3862	1	3.599e-08	7.198e-08	4.3059e-06	True
GLCE__P1P2__primarysecondary__FWD__60	GLCE__P1P2	3926	7500.7/8929.6	3926	8215.2	1.0651	1.0209e+06	6.4116e+05	5.3567	1	4.2384e-08	8.4768e-08	5.0398e-06	True
B4GALT7_+_177027196.23-P1P2	B4GALT7__P1P2	3195.7	7098.3/6983.8	3195.7	7041.1	1.1394	6556.5	5.219e+05	5.3228	1	5.1089e-08	1.0218e-07	6.0378e-06	True
PTPN12_+_77167035.23-P1P2	PTPN12__P1P2	4669.4	9459.8/9099.6	4669.4	9279.7	0.9907	64871	7.6256e+05	5.2795	1	6.4757e-08	1.2951e-07	7.6068e-06	True
NF2__29999349__RVS__76	NF2__29999349	4570.4	8784.5/9390.4	4570.4	9087.5	0.99141	1.8361e+05	7.464e+05	5.2285	1	8.5467e-08	1.7093e-07	9.9791e-06	True
TICAM2_-_114961498.23-P2	TICAM2__P2	3900.7	7689.3/8363.9	3900.7	8026.6	1.0409	2.2753e+05	6.3704e+05	5.1694	1	1.1744e-07	2.3489e-07	1.363e-05	True
DROSHA__31531421__RVS__38	DROSHA__31531421	4026	73.008/29.655	4026	51.332	-6.2659	939.75	6.5749e+05	5.1482	1.3151e-07	1	2.6302e-07	1.5149e-05	False
INTS10__P1P2__primary__FWD__93	INTS10__P1P2	4858.2	356.35/247.51	4858.2	301.93	-4.0037	5923.4	7.9341e+05	5.1474	1.3209e-07	1	2.6418e-07	1.5149e-05	False
LRP6_-_12419720.23-P1P2	LRP6__P1P2	3694.7	7111.4/8252.1	3694.7	7681.7	1.0558	6.5069e+05	6.0339e+05	5.1328	1	1.4271e-07	2.8542e-07	1.6271e-05	True
EVX2_-_176948124.23-P1P2	EVX2__P1P2	3113.9	7253/6274.4	3113.9	6763.7	1.1188	4.7889e+05	5.0854e+05	5.1181	1	1.5435e-07	3.0871e-07	1.7495e-05	True
HUS1_-_48019152.23-P1P2	HUS1__P1P2	4750.2	334.62/238.38	4750.2	286.5	-4.0466	4631	7.7576e+05	5.1037	1.6651e-07	1	3.3302e-07	1.8763e-05	False
C7orf26__P1P2__primary__RVS__32	C7orf26__P1P2	4438.1	199.03/134.59	4438.1	166.81	-4.7253	2076.6	7.2479e+05	5.1004	1.6944e-07	1	3.3887e-07	1.8983e-05	False
WDR70_+_37379437.23-P1P2	WDR70__P1P2	5122.9	328.54/628.46	5122.9	478.5	-3.4176	44978	8.3662e+05	5.0885	1.8042e-07	1	3.6085e-07	2.0097e-05	False
BCKDHA_-_41903764.23-P1	BCKDHA__P1	5045.1	515.4/364.99	5045.1	440.2	-3.5157	11313	8.2392e+05	5.0869	1.8203e-07	1	3.6405e-07	2.016e-05	False
MLF1IP__P1P2__primary__FWD__48	MLF1IP__P1P2	4702.7	344.18/277.16	4702.7	310.67	-3.9157	2245.8	7.6801e+05	5.0426	2.296e-07	1	4.592e-07	2.5284e-05	False
TADA2B__P1P2__secondary__FWD__68	TADA2B__P1P2	3879.5	7359.9/8417.5	3879.5	7888.7	1.0237	5.5925e+05	6.3357e+05	5.0369	1	2.3659e-07	4.7318e-07	2.5907e-05	True
PRPF40A_+_153573736.23-P1P2	PRPF40A__P1P2	5440	789.19/615.92	5440	702.55	-2.9511	15011	8.8842e+05	5.0292	2.4627e-07	1	4.9254e-07	2.6816e-05	False
DHX35_-_37591055.23-P1P2	DHX35__P1P2	4656.2	247.71/372.97	4656.2	310.34	-3.9029	7845.6	7.6042e+05	5.0149	2.6531e-07	1	5.3063e-07	2.8728e-05	False
B3GAT3_-_62389070.23-P1P2	B3GAT3__P1P2	3867.4	8389.9/7304.3	3867.4	7847.1	1.0206	5.8922e+05	6.3159e+05	5.0076	1	2.7552e-07	5.5105e-07	2.9668e-05	True
NIPBL_+_36876945.23-P1P2	NIPBL__P1P2	3910.8	7524.2/8282.9	3910.8	7903.6	1.0148	2.8784e+05	6.3868e+05	4.9961	1	2.9256e-07	5.8511e-07	3.1328e-05	True
SOX4_-_21593977.23-P1	SOX4__P1	4507.8	9798.8/7776.5	4507.8	8787.6	0.96291	2.0447e+06	7.3617e+05	4.9882	1	3.0473e-07	6.0946e-07	3.2452e-05	True
WDR70__P1P2__primary__RVS__23	WDR70__P1P2	4504.7	322.45/221.27	4504.7	271.86	-4.0455	5118.7	7.3568e+05	4.9755	3.2545e-07	1	6.5089e-07	3.4469e-05	False
C1D__P1P2__primary__RVS__51	C1D__P1P2	4691.6	504.97/222.41	4691.6	363.69	-3.6856	39920	7.6619e+05	4.9668	3.4039e-07	1	6.8078e-07	3.5856e-05	False
XRCC1__P1P2__primary__RVS__15	XRCC1__P1P2	4521.9	245.97/328.49	4521.9	287.23	-3.972	3404.8	7.3848e+05	4.9644	3.4464e-07	1	6.8928e-07	3.6107e-05	False
CEP63__P1P2__secondary__FWD__65	CEP63__P1P2	4091.6	142.54/124.32	4091.6	133.43	-4.9281	165.91	6.6821e+05	4.9541	3.6342e-07	1	7.2684e-07	3.787e-05	False
STMND1_-_17102346.23-P1P2	STMND1__P1P2	3589.6	8009.2/6754.6	3589.6	7381.9	1.0399	7.8706e+05	5.8623e+05	4.9529	1	3.6555e-07	7.3111e-07	3.7889e-05	True
ZRSR2_-_15808867.23-P1P2	ZRSR2__P1P2	4568.4	298.99/359.28	4568.4	329.14	-3.7909	1817.9	7.4607e+05	4.936	3.9875e-07	1	7.975e-07	4.111e-05	False
FAM107A__58562326__FWD__34	FAM107A__P1P2	4051.2	8150.9/7972.7	4051.2	8061.8	0.99256	15871	6.6161e+05	4.9306	1	4.0981e-07	8.1962e-07	4.2002e-05	True
NIPBL_-_36877400.23-P1P2	NIPBL__P1P2	4041.1	8274.3/7817.6	4041.1	8045.9	0.99333	1.0429e+05	6.5996e+05	4.9297	1	4.1175e-07	8.2349e-07	4.2002e-05	True
DUSP12_-_161719619.23-P1P2	DUSP12__P1P2	4249.2	189.47/217.85	4249.2	203.66	-4.3762	402.65	6.9394e+05	4.9218	4.287e-07	1	8.5741e-07	4.3503e-05	False
TAF5L_+_229761379.23-P1P2	TAF5L__P1P2	4165.4	7733.7/8703.8	4165.4	8218.7	0.98031	4.7059e+05	6.8025e+05	4.9145	1	4.4494e-07	8.8989e-07	4.4916e-05	True
ORC5_-_103848433.23-P1P2	ORC5__P1P2	3858.3	93.868/87.825	3858.3	90.846	-5.393	18.257	6.3011e+05	4.9117	4.5147e-07	1	9.0294e-07	4.5148e-05	False
CAPZA1_+_113162673.23-P1P2	CAPZA1__P1P2	4296.7	7927.5/8894.3	4296.7	8410.9	0.96888	4.6735e+05	7.017e+05	4.9115	1	4.519e-07	9.038e-07	4.5148e-05	True
KIAA1429_+_95565668.23-P1P2	KIAA1429__P1P2	3858.3	8300.4/7201.7	3858.3	7751	1.0062	6.0356e+05	6.3011e+05	4.9039	1	4.697e-07	9.394e-07	4.6686e-05	True
ASUN_-_27090898.23-P1P2	ASUN__P1P2	4248.2	205.12/237.24	4248.2	221.18	-4.2574	515.95	6.9378e+05	4.8928	4.9709e-07	1	9.9419e-07	4.9156e-05	False
ELOF1_+_11670004.23-P1P2	ELOF1__P1P2	4646.1	292.9/512.12	4646.1	402.51	-3.5257	24029	7.5877e+05	4.8896	5.051e-07	1	1.0102e-06	4.9681e-05	False
UHRF1_+_4909924.23-P1P2	UHRF1__P1P2	6755.1	1792.2/1448.5	6755.1	1620.4	-2.059	59043	1.1032e+06	4.8887	5.0752e-07	1	1.015e-06	4.9681e-05	False
SOX4__P1__primarysecondary__FWD__67	SOX4__P1	4751.2	9644.9/8460.9	4751.2	9052.9	0.92995	7.0099e+05	7.7592e+05	4.8835	1	5.2102e-07	1.042e-06	5.0746e-05	True
ORC5_+_103848420.23-P1P2	ORC5__P1P2	4211.8	238.15/205.31	4211.8	221.73	-4.2414	539.26	6.8784e+05	4.8691	5.6041e-07	1	1.1208e-06	5.431e-05	False
EMC1__P1P2__primary__FWD__96	EMC1__P1P2	4354.2	180.78/384.38	4354.2	282.58	-3.9409	20725	7.111e+05	4.8669	5.6692e-07	1	1.1338e-06	5.4667e-05	False
EXOSC1_-_99205715.23-P1P2	EXOSC1__P1P2	4580.5	425.88/360.43	4580.5	393.15	-3.539	2142.3	7.4805e+05	4.8605	5.8542e-07	1	1.1708e-06	5.6171e-05	False
NDUFS8__P1P2__primary__FWD__64	NDUFS8__P1P2	4865.3	487.59/594.25	4865.3	540.92	-3.1667	5687.5	7.9456e+05	4.8593	5.8915e-07	1	1.1783e-06	5.6251e-05	False
UBR5__P1P2__primary__FWD__26	UBR5__P1P2	4784.5	562.34/455.09	4784.5	508.72	-3.2309	5750.6	7.8137e+05	4.8467	6.2757e-07	1	1.2551e-06	5.9625e-05	False
DUSP12_+_161719571.23-P1P2	DUSP12__P1P2	4559.3	491.07/307.96	4559.3	399.51	-3.5092	16765	7.4458e+05	4.8392	6.5195e-07	1	1.3039e-06	6.1503e-05	False
ZNF787__P1P2__primary__RVS__59	ZNF787__P1P2	4230	7618.1/8885.2	4230	8251.6	0.96386	8.0277e+05	6.9081e+05	4.8386	1	6.5368e-07	1.3074e-06	6.1503e-05	True
CYP51A1_-_91763767.23-P1P2	CYP51A1__P1P2	4400.7	8716.7/8278.4	4400.7	8497.5	0.94916	96053	7.1869e+05	4.8326	1	6.7387e-07	1.3477e-06	6.2955e-05	True
HUS1__P1P2__primary__FWD__69	HUS1__P1P2	3776.5	86.046/116.34	3776.5	101.19	-5.2081	458.87	6.1675e+05	4.8321	6.7561e-07	1	1.3512e-06	6.2955e-05	False
SGK223__P1P2__secondary__FWD__74	SGK223__P1P2	4128	8037.9/8149.5	4128	8093.7	0.97119	6229.4	6.7415e+05	4.8299	1	6.8287e-07	1.3657e-06	6.3289e-05	True
HUS1__P1P2__primary__RVS__57	HUS1__P1P2	4130	272.91/156.26	4130	214.59	-4.2602	6803.8	6.7448e+05	4.8291	6.8573e-07	1	1.3715e-06	6.3289e-05	False
NAE1__P1P2__primarysecondary__RVS__66	NAE1__P1P2	4785.5	580.59/473.34	4785.5	526.97	-3.1805	5750.9	7.8153e+05	4.8258	6.9726e-07	1	1.3945e-06	6.4049e-05	False
UBA3_+_69129471.23-P1P2	UBA3__P1P2	4416.8	370.26/337.61	4416.8	353.94	-3.6377	532.78	7.2132e+05	4.8084	7.6073e-07	1	1.5215e-06	6.955e-05	False
ORC5_-_103848430.23-P1P2	ORC5__P1P2	4115.9	156.45/297.69	4115.9	227.07	-4.174	9975.3	6.7217e+05	4.7999	7.9355e-07	1	1.5871e-06	7.2209e-05	False
OBFC1_-_105677919.23-P1P2	OBFC1__P1P2	5108.7	761.37/711.73	5108.7	736.55	-2.7924	1232.4	8.3431e+05	4.7893	8.3678e-07	1	1.6736e-06	7.5787e-05	False
HRAS_-_535518.23-P1	HRAS__P1	3422	7271.3/6730.6	3422	7000.9	1.0325	1.4617e+05	5.5885e+05	4.7875	1	8.4428e-07	1.6886e-06	7.6111e-05	True
SMN2__69345238__RVS__469	SMN2__69345238	4032	219.02/189.34	4032	204.18	-4.2969	440.68	6.5848e+05	4.7841	8.5878e-07	1	1.7176e-06	7.706e-05	False
PFDN4_-_52824681.23-P1P2	PFDN4__P1P2	3653.3	101.69/82.122	3653.3	91.906	-5.2977	191.45	5.9662e+05	4.7787	8.8227e-07	1	1.7645e-06	7.8748e-05	False
MAU2_-_19431686.23-P1P2	MAU2__P1P2	4441.1	7766.7/9252.4	4441.1	8509.6	0.93802	1.1037e+06	7.2528e+05	4.7772	1	8.8855e-07	1.7771e-06	7.8748e-05	True
MYSM1_+_59165720.23-P1P2	MYSM1__P1P2	3916.9	92.13/241.8	3916.9	166.97	-4.5438	11201	6.3967e+05	4.777	8.8978e-07	1	1.7796e-06	7.8748e-05	False
MEAF6__P1P2__primarysecondary__RVS__46	MEAF6__P1P2	4096.7	7870.1/8125.5	4096.7	7997.8	0.96499	32618	6.6904e+05	4.7695	1	9.236e-07	1.8472e-06	8.1369e-05	True
CEP63__P1P2__secondary__FWD__59	CEP63__P1P2	3763.4	117.33/139.15	3763.4	128.24	-4.8642	237.98	6.146e+05	4.7581	9.7726e-07	1	1.9545e-06	8.5707e-05	False
LEO1__P1P2__primary__RVS__38	LEO1__P1P2	4313.8	365.04/321.65	4313.8	343.34	-3.6474	941.62	7.045e+05	4.757	9.8236e-07	1	1.9647e-06	8.5767e-05	False
MBIP_+_36789437.23-P1P2	MBIP__P1P2	4189.6	258.14/315.94	4189.6	287.04	-3.8628	1670.8	6.8421e+05	4.7561	9.869e-07	1	1.9738e-06	8.5776e-05	False
SUGP1__P1P2__primarysecondary__RVS__63	SUGP1__P1P2	4509.8	402.41/485.89	4509.8	444.15	-3.341	3484	7.365e+05	4.7517	1.0083e-06	1	2.0167e-06	8.7248e-05	False
DNMT1__P1P2__primary__RVS__64	DNMT1__P1P2	3976.5	167.75/244.09	3976.5	205.92	-4.2647	2913.9	6.4941e+05	4.7455	1.0399e-06	1	2.0799e-06	8.9583e-05	False
CEP63__P1P2__secondary__FWD__66	CEP63__P1P2	4054.2	314.63/159.68	4054.2	237.16	-4.0898	12005	6.6211e+05	4.7445	1.0453e-06	1	2.0906e-06	8.9645e-05	False
ANKRD49__P1P2__secondary__FWD__30	ANKRD49__P1P2	4551.2	476.29/469.92	4551.2	473.11	-3.2633	20.294	7.4326e+05	4.7423	1.0563e-06	1	2.1126e-06	9.0189e-05	False
MINOS1-NBL1_-_19923558.23-P1P2	MINOS1-NBL1__P1P2	5913.7	1027.3/1490.7	5913.7	1259	-2.2308	1.0738e+05	9.6578e+05	4.7366	1.0868e-06	1	2.1735e-06	9.2385e-05	False
DROSHA__31531421__RVS__39	DROSHA__31531421	3387.6	80.831/30.796	3387.6	55.813	-5.8983	1251.7	5.5324e+05	4.7312	1.1161e-06	1	2.2323e-06	9.4468e-05	False
RAD9A_-_67159481.23-P1P2	RAD9A__P1P2	3758.3	137.33/144.85	3758.3	141.09	-4.7256	28.345	6.1378e+05	4.7267	1.1411e-06	1	2.2823e-06	9.6093e-05	False
PPP2R1A_-_52693331.23-P1	PPP2R1A__P1	4450.2	421.54/447.11	4450.2	434.32	-3.354	327	7.2677e+05	4.7259	1.1453e-06	1	2.2905e-06	9.6093e-05	False
ZRSR2_-_15808705.23-P1P2	ZRSR2__P1P2	4411.8	399.81/447.11	4411.8	423.46	-3.378	1118.8	7.205e+05	4.715	1.2083e-06	1	2.4166e-06	0.00010095	False
CEP63_-_134204996.23-P1P2	CEP63__P1P2	4290.6	372.86/368.41	4290.6	370.64	-3.5295	9.9218	7.0071e+05	4.7055	1.2661e-06	1	2.5321e-06	0.00010532	False
ACLY_+_40074807.23-P1P2	ACLY__P1P2	3180.6	6122.3/7008.9	3180.6	6565.6	1.0454	3.9306e+05	5.1943e+05	4.6968	1	1.3216e-06	2.6433e-06	0.00010905	True
VWA9_-_65903465.23-P1P2	VWA9__P1P2	4821.9	794.4/521.25	4821.9	657.82	-2.8719	37306	7.8747e+05	4.6967	1.3222e-06	1	2.6445e-06	0.00010905	False
NPM1__P1P2__secondary__FWD__30	NPM1__P1P2	4445.1	434.57/479.05	4445.1	456.81	-3.2797	988.92	7.2594e+05	4.6945	1.3365e-06	1	2.6731e-06	0.00010944	False
SOS1_+_39348102.23-P1P2	SOS1__P1P2	4346.1	8774/7827.8	4346.1	8300.9	0.93338	4.4764e+05	7.0978e+05	4.6942	1	1.3382e-06	2.6764e-06	0.00010944	True
SUPT7L_-_27886252.23-P1P2	SUPT7L__P1P2	4221.9	8440.3/7797	4221.9	8118.7	0.94318	2.0688e+05	6.8949e+05	4.6929	1	1.347e-06	2.6939e-06	0.00010966	True
ATP6AP1_-_153657002.23-P1P2	ATP6AP1__P1P2	3964.4	250.31/216.71	3964.4	233.51	-4.0797	564.58	6.4743e+05	4.6921	1.3522e-06	1	2.7044e-06	0.00010966	False
CBLL1_-_107384626.23-P1P2	CBLL1__P1P2	5412.7	1136/883.95	5412.7	1010	-2.4209	31757	8.8396e+05	4.6835	1.4104e-06	1	2.8208e-06	0.0001139	False
RAD17__P1P2__primary__FWD__55	RAD17__P1P2	3786.6	208.6/136.87	3786.6	172.73	-4.4463	2572.2	6.184e+05	4.6817	1.4228e-06	1	2.8456e-06	0.00011442	False
PMVK_-_154909252.23-P1P2	PMVK__P1P2	4483.5	538.87/475.62	4483.5	507.25	-3.1413	2000.1	7.3221e+05	4.6569	1.6049e-06	1	3.2098e-06	0.00012843	False
PPIL1_-_36842564.23-P1P2	PPIL1__P1P2	4003.7	208.6/337.61	4003.7	273.1	-3.8689	8322.9	6.5386e+05	4.6562	1.6101e-06	1	3.2203e-06	0.00012843	False
MRRF__P1P2__secondary__RVS__36	MRRF__P1P2	4545.1	486.72/597.67	4545.1	542.19	-3.0651	6154.4	7.4227e+05	4.6544	1.6245e-06	1	3.249e-06	0.00012904	False
PPIL1_+_36842544.23-P1P2	PPIL1__P1P2	3844.2	280.73/143.71	3844.2	212.22	-4.1726	9387.3	6.278e+05	4.6487	1.6706e-06	1	3.3411e-06	0.00013184	False
NSDHL_-_151999595.23-P1P2	NSDHL__P1P2	4303.7	310.29/531.51	4303.7	420.9	-3.351	24471	7.0285e+05	4.6483	1.6734e-06	1	3.3468e-06	0.00013184	False
MLF1IP_+_185655227.23-P1P2	MLF1IP__P1P2	4116.9	282.47/384.38	4116.9	333.43	-3.6221	5192.3	6.7233e+05	4.6431	1.716e-06	1	3.4319e-06	0.00013465	False
ANAPC13__P1P2__primary__FWD__69	ANAPC13__P1P2	3976.5	198.17/349.02	3976.5	273.59	-3.8565	11378	6.4941e+05	4.6376	1.7623e-06	1	3.5246e-06	0.00013773	False
SHCBP1_+_46655245.23-P1P2	SHCBP1__P1P2	3828	7956.2/7024.9	3828	7490.5	0.96829	4.3366e+05	6.2516e+05	4.6322	1	1.8093e-06	3.6185e-06	0.00014083	True
DICER1__P1P2__primary__RVS__65	DICER1__P1P2	4189.6	458.04/305.68	4189.6	381.86	-3.4523	11607	6.8421e+05	4.6248	1.8748e-06	1	3.7495e-06	0.00014535	False
DNAJC2_+_102985168.23-P1P2	DNAJC2__P1P2	4637	824.82/423.16	4637	623.99	-2.8916	80667	7.5728e+05	4.6167	1.9491e-06	1	3.8982e-06	0.00015051	False
CD22_+_35820536.23-P1P2	CD22__P1P2	3875.5	231.19/263.48	3875.5	247.33	-3.9644	521.08	6.3291e+05	4.6116	1.9975e-06	1	3.9951e-06	0.00015328	False
CFDP1_-_75467341.23-P1	CFDP1__P1	3821.9	219.89/231.54	3821.9	225.72	-4.0757	67.801	6.2417e+05	4.6113	2.0008e-06	1	4.0016e-06	0.00015328	False
PPP1CB_+_28975362.23-P1P2	PPP1CB__P1P2	4376.4	592.76/385.52	4376.4	489.14	-3.1588	21474	7.1473e+05	4.6094	2.0188e-06	1	4.0376e-06	0.00015405	False
ORC5__P1P2__primarysecondary__FWD__49	ORC5__P1P2	3563.4	174.7/101.51	3563.4	138.11	-4.6794	2678.1	5.8194e+05	4.605	2.0619e-06	1	4.1238e-06	0.00015672	False
UBE2S__P1P2__primary__FWD__32	UBE2S__P1P2	4215.9	655.34/173.37	4215.9	414.35	-3.3438	1.1615e+05	6.885e+05	4.5992	2.1209e-06	1	4.2418e-06	0.00016043	False
GLCE_+_69453064.23-P1P2	GLCE__P1P2	4025	7861.4/7644.2	4025	7752.8	0.94558	23593	6.5732e+05	4.598	1	2.1327e-06	4.2654e-06	0.00016043	True
INTS10_+_19675000.23-P1P2	INTS10__P1P2	3625	159.05/163.1	3625	161.08	-4.4836	8.2011	5.92e+05	4.5977	2.1356e-06	1	4.2712e-06	0.00016043	False
GTF3C2_-_27579430.23-P1P2	GTF3C2__P1P2	4010.8	355.48/278.3	4010.8	316.89	-3.6576	2978.2	6.5501e+05	4.5966	2.147e-06	1	4.2939e-06	0.00016067	False
B3GAT3_-_62389197.23-P1P2	B3GAT3__P1P2	3491.7	7027.1/6897.1	3491.7	6962.1	0.9954	8440.5	5.7023e+05	4.5958	1	2.1559e-06	4.3118e-06	0.00016071	True
CTDSPL2_-_44719837.23-P1P2	CTDSPL2__P1P2	3534.1	138.19/130.03	3534.1	134.11	-4.7095	33.354	5.7716e+05	4.5944	2.1696e-06	1	4.3392e-06	0.00016111	False
B4GALT7_+_177027204.23-P1P2	B4GALT7__P1P2	3065.4	6443/6186.5	3065.4	6314.8	1.0424	32882	5.0062e+05	4.5924	1	2.191e-06	4.382e-06	0.00016208	True
FBXO42_-_16678549.23-P1P2	FBXO42__P1P2	3987.6	7464.2/7920.2	3987.6	7692.2	0.94771	1.0397e+05	6.5122e+05	4.5907	1	2.2084e-06	4.4169e-06	0.00016275	True
ATRIP__P1P2__primary__FWD__12	ATRIP__P1P2	4121.9	394.59/358.14	4121.9	376.37	-3.4496	664.25	6.7316e+05	4.5876	2.2423e-06	1	4.4846e-06	0.00016462	False
FNBP4_-_47788826.23-P1P2	FNBP4__P1P2	4278.5	468.47/443.69	4278.5	456.08	-3.2269	307.08	6.9873e+05	4.5866	2.2522e-06	1	4.5044e-06	0.00016473	False
RUNX1T1__P2__primarysecondary__FWD__214	RUNX1T1__P2	4588.6	506.71/745.94	4588.6	626.33	-2.8711	28616	7.4937e+05	4.5823	2.2994e-06	1	4.5988e-06	0.00016755	False
BCKDHA_-_41903767.23-P1	BCKDHA__P1	3795.7	282.47/187.06	3795.7	234.76	-4.0093	4552.2	6.1988e+05	4.5789	2.337e-06	1	4.674e-06	0.00016965	False
HUS1_+_48019133.23-P1P2	HUS1__P1P2	3910.8	330.28/252.07	3910.8	291.17	-3.7429	3058.1	6.3868e+05	4.5678	2.4649e-06	1	4.9299e-06	0.00017827	False
WDR89_-_64108336.23-P1P2	WDR89__P1P2	3396.7	129.5/91.247	3396.7	110.37	-4.9311	731.76	5.5473e+05	4.5597	2.5612e-06	1	5.1223e-06	0.00018454	False
NDUFS8_+_67798148.23-P1P2	NDUFS8__P1P2	4045.2	316.37/403.77	4045.2	360.07	-3.4862	3819.2	6.6062e+05	4.5588	2.5723e-06	1	5.1445e-06	0.00018454	False
PDSS1__P1P2__primarysecondary__RVS__74	PDSS1__P1P2	4332	534.53/479.05	4332	506.79	-3.0931	1539	7.0747e+05	4.5582	2.5803e-06	1	5.1605e-06	0.00018454	False
PLEKHA5_-_19282857.23-P1P2	PLEKHA5__P1P2	3777.5	280.73/201.88	3777.5	241.31	-3.9629	3108.7	6.1691e+05	4.5561	2.6059e-06	1	5.2118e-06	0.00018569	False
FDXR__P1P2__primary__RVS__81	FDXR__P1P2	4146.2	517.14/309.1	4146.2	413.12	-3.324	21641	6.7712e+05	4.5546	2.624e-06	1	5.248e-06	0.00018629	False
GTF3C2_-_27579592.23-P1P2	GTF3C2__P1P2	3840.1	247.71/294.27	3840.1	270.99	-3.8199	1084.1	6.2714e+05	4.5511	2.6685e-06	1	5.337e-06	0.00018876	False
CLK3_+_74890865.23-P2	CLK3__P2	3374.5	6830.6/6671.3	3374.5	6751	1.0002	12694	5.511e+05	4.5483	1	2.7043e-06	5.4086e-06	0.0001906	True
